blueTeamFirstBlood,blueWin,GoldDifference,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
0,0,-1677,-1829,-3464,-2,1,0,-2,0,27,4,2,6,-16
1,1,-7,323,-90,3,2,0,0,0,17,-4,1,-54,5
0,1,-2161,-1888,-1713,-6,0,0,0,0,8,1,0,-24,-9
0,1,6,-389,3662,-4,2,1,1,0,3,0,-5,13,21
1,0,-4767,-181,-10454,-7,0,1,-2,0,18,0,8,-49,8
0,1,-1429,-698,-2464,-2,2,0,-2,0,44,3,6,-13,-5
1,1,2381,1580,-2226,2,-2,0,1,0,46,7,3,-11,18
1,1,4917,2193,12386,6,0,-1,1,0,66,-2,0,85,-37
1,1,1038,1022,-3180,1,-1,1,0,0,7,5,2,4,24
1,0,-3157,-2461,-1672,-5,-1,0,-1,0,106,0,-2,9,-9
1,0,-730,140,3964,0,-1,0,-1,0,-3,-1,3,-20,-16
0,0,-6622,-5628,-7991,-13,-2,0,-1,0,-7,2,5,-45,-18
0,1,2953,1998,14616,2,1,1,-1,0,119,1,0,17,-7
0,0,-4355,-4688,-2424,3,-2,0,-3,0,-1,3,4,-97,-41
1,1,5103,3651,6546,10,2,0,-1,0,-34,1,-3,25,-7
0,1,2980,1617,1298,2,-2,0,-1,0,4,-2,0,-30,20
1,0,5600,3350,5717,8,0,0,2,0,-4,-4,-7,11,25
0,0,-151,-846,-2717,-1,0,0,0,0,8,1,1,-27,-14
1,0,-6564,-6671,-22053,-12,-1,0,-2,0,-14,1,4,6,-48
0,0,-4644,-3115,-7813,-9,-2,0,-2,0,-5,-4,5,-46,-40
1,0,4817,3234,9097,4,1,0,2,0,-7,0,-10,41,32
1,0,748,1158,-3012,4,2,0,-1,0,1,4,6,17,8
1,1,6904,5294,11428,8,1,0,1,0,2,4,-6,54,56
1,1,7747,3916,9533,11,2,0,1,0,-3,3,-4,86,23
1,0,-2439,-1992,-5942,-5,1,1,0,0,-39,2,0,-7,-3
0,1,770,754,1303,1,2,1,1,0,-2,-2,-2,-14,33
1,1,16020,11570,12926,15,1,1,7,1,16,3,-7,152,44
1,0,-4955,-4038,-4067,-11,0,0,-1,0,106,3,-2,-8,-32
0,0,-7254,-5932,-4997,-8,1,0,-4,0,-84,2,5,-33,-43
1,1,1718,3800,-993,4,2,0,0,0,-6,-1,-3,-17,21
0,0,-4075,-3157,-7006,-6,0,-1,-1,0,-114,-2,4,-14,-20
1,1,5052,2731,4091,4,0,0,0,0,-4,-1,-6,6,25
1,0,-1931,-1800,60,-3,0,0,0,0,87,-3,0,11,-34
0,1,2481,2520,5862,3,-2,0,1,0,18,3,3,49,7
0,0,555,1362,4213,-1,-1,0,0,0,22,-3,-2,27,-29
0,1,2476,3889,1204,1,2,0,0,0,6,0,-5,66,20
1,0,-5502,-5251,-3277,-7,-2,-1,-1,0,3,2,6,-56,-17
0,1,4262,1019,8298,3,-1,0,3,0,1,2,-6,61,-16
0,0,-6211,-2876,-9019,-9,2,0,-1,0,0,0,7,-40,-16
0,0,-2371,-2048,-1932,-5,-1,0,-2,0,3,5,4,-40,13
0,0,-2906,-1988,-9801,-14,-1,0,1,0,-3,-1,0,13,24
1,0,-1175,-2833,-689,-3,-2,0,-1,0,11,-2,1,-19,-4
0,0,-1559,861,-1198,-6,-2,0,0,0,1,-2,-1,40,-24
0,1,6273,3091,4899,6,2,1,2,0,-16,-2,-2,30,56
0,0,-438,1224,5188,2,0,0,-1,0,-26,-5,3,28,11
1,0,-5672,-2702,-7231,-7,-1,-1,-2,0,-4,0,4,-41,1
1,1,4510,4254,-1404,3,1,0,1,0,-134,-1,-4,47,23
1,1,3650,3067,17974,7,2,0,1,0,2,4,0,-1,21
1,1,1054,-1611,684,-1,-2,0,1,0,-11,-4,1,8,-48
1,0,3578,-630,4858,4,0,0,3,0,1,3,-3,34,15
1,1,1551,-488,1111,4,-1,0,1,0,4,1,1,16,8
0,0,-10661,-6962,-12176,-15,-2,-1,-3,0,0,1,9,-60,-47
0,1,-3899,-3915,-6514,-8,-2,0,-1,0,11,-1,5,-20,-21
0,0,-1441,729,-2082,-3,0,0,-1,0,220,-1,1,40,6
0,0,-4187,-479,-2928,-6,-1,1,-1,0,-5,-1,4,-11,-32
1,0,-2956,-110,1334,-6,-2,1,-2,0,-192,0,1,18,16
0,0,-3173,-3158,8079,-7,-2,0,-2,0,-42,1,2,-7,-7
1,1,530,793,-4851,2,0,0,0,0,2,-1,5,-14,-6
0,0,-5142,-2546,-2080,-3,0,-1,-2,0,-1,0,4,-70,-32
0,0,-4609,-5186,-9536,-5,-2,0,-1,0,0,3,2,-22,-43
0,1,4364,5557,5532,9,2,0,1,0,135,-2,-6,12,30
0,0,-6225,-5125,-14065,-12,0,0,-2,0,-5,-1,2,-44,-29
0,1,1116,2336,-2587,7,1,0,-2,0,39,1,0,-5,-4
1,1,3090,1097,5043,8,0,-1,0,0,-9,1,5,-6,-7
0,0,-4328,-412,93,-2,-2,0,-2,0,-15,-2,7,-67,10
0,1,486,4720,-5403,0,-1,0,-1,0,3,3,2,-9,76
0,1,4964,5139,464,7,1,0,2,0,0,-1,-3,73,-17
1,1,4746,2365,17243,7,-1,0,2,0,3,4,-12,12,13
1,1,2567,1481,-1787,5,-2,0,0,0,6,4,6,-16,23
0,0,4289,2773,5855,5,-1,0,1,0,6,-2,0,0,32
1,0,3881,1825,1176,8,1,-1,1,0,21,1,-3,22,-21
1,1,4094,2902,-2926,9,2,1,2,0,-14,-1,-1,34,-26
1,0,1138,-1607,6307,0,0,0,0,0,-2,1,0,13,-21
1,0,342,475,-2832,-2,-2,0,1,0,5,0,3,-9,-3
1,1,2310,1380,-2065,6,0,1,0,0,-4,-3,4,8,-10
0,0,-295,-791,-7320,0,-2,0,0,0,74,1,1,-31,14
0,0,1891,2653,5377,-3,0,1,2,0,1,2,-1,11,32
1,1,3110,276,-1876,4,2,0,1,0,6,-2,-4,9,28
0,0,2253,2380,1623,7,-1,1,1,0,5,3,1,26,-22
1,0,-713,-2249,4700,3,-2,0,-2,0,-30,-3,6,-67,20
0,1,2762,1807,-3659,4,2,1,0,0,-2,1,0,-34,40
1,0,-3662,-3680,6177,3,1,0,-2,0,-11,-5,6,-107,-29
0,1,-1753,-556,-240,-3,1,0,0,0,29,-3,-5,-23,-22
1,0,1315,-123,382,0,1,0,-1,0,12,7,-12,5,11
1,1,4197,2411,8834,6,2,1,1,0,-18,1,-6,43,-17
1,1,-115,62,-7001,-1,-2,0,2,0,-53,1,-3,20,-2
0,1,333,-709,86,-3,-2,0,1,0,-294,-2,-4,-44,4
1,1,389,233,-3190,-2,0,0,-1,0,-3,2,3,-22,28
0,0,-3745,-2107,-199,-3,0,0,-1,0,6,3,1,-27,-22
0,1,264,1069,8096,-4,-1,0,0,0,-1,2,2,34,21
0,1,-631,-910,1867,-2,-1,0,-1,0,-6,-4,1,-26,18
1,1,4648,3796,11344,7,-1,1,0,0,-66,-1,-1,28,-29
0,1,2492,1930,5258,3,0,0,1,0,-1,-2,2,2,1
1,1,9184,5278,13823,16,2,0,1,0,2,3,-3,15,29
0,1,-3050,-1386,-5725,-5,-1,0,0,0,16,3,0,-19,-38
0,0,-2274,2218,645,-1,0,0,-1,0,-9,-1,4,-20,22
1,0,-2767,-2137,-8069,-4,2,0,-1,0,-10,1,4,-57,17
0,0,-2444,-1686,-7061,0,-2,-1,-2,0,-11,-2,3,-39,14
0,1,-4049,-1510,2317,-8,-2,-1,-2,0,-4,-3,-1,35,-16
0,0,-1621,-1213,633,-3,2,-1,0,0,44,0,-3,12,30
1,0,-3024,-3003,-870,-1,1,0,-2,0,-6,-3,5,-10,-24
0,0,-5751,-4876,-4988,-8,-1,0,-3,0,-1,2,3,26,-16
1,1,2034,-1746,1908,6,0,0,1,0,2,3,-6,-20,-5
0,1,-3149,-3973,-7482,-10,-2,0,-1,0,-2,-2,1,19,-27
1,0,948,-17,-670,2,-2,0,0,0,6,1,-1,3,-16
1,1,7831,4567,10757,11,2,1,2,0,-5,4,-9,12,40
1,1,2307,1382,9686,5,2,-1,0,0,-42,-2,-5,-29,0
1,0,1746,1059,1266,-1,-2,0,-1,0,16,-3,-2,30,31
0,0,-1400,-705,1222,-3,-2,0,0,0,5,2,-6,-36,1
1,1,3622,1343,12152,5,0,0,1,0,25,-2,-4,-13,12
1,1,107,-490,-1990,0,0,1,0,0,0,3,2,6,-12
1,0,2694,188,6058,4,-1,0,-1,0,-3,1,-1,-25,16
1,1,4949,1523,4744,6,0,1,-2,0,-86,5,-3,23,30
0,1,3430,4035,1881,2,1,0,-1,0,-4,1,0,68,36
1,0,1561,1347,2803,4,-1,0,0,0,0,-1,4,14,-33
0,0,-333,1380,-10728,0,0,0,-2,0,37,-2,2,-4,8
0,1,-54,-402,-4415,-1,0,0,0,0,10,4,5,43,-16
1,1,4953,4368,10479,8,2,0,1,0,-2,5,-2,20,-16
0,0,-2241,-2671,1015,-1,-2,0,-1,0,3,2,7,-63,-36
0,0,-1407,-1062,2662,-2,1,-1,-2,0,10,-3,6,-63,-12
1,1,11962,9998,11398,19,1,0,5,0,-85,1,-10,125,-13
0,0,-4659,-3231,-10867,-8,-1,0,-1,0,-27,-2,5,-41,24
0,1,7434,6332,14638,14,2,0,1,0,-9,3,2,66,-31
0,1,-2344,-2921,5644,1,-2,0,-2,0,-8,-2,2,-31,-52
0,0,-2522,-256,6011,2,-2,0,-2,0,-122,-1,0,34,-39
1,1,4432,2973,13788,5,0,0,3,0,9,1,-4,73,54
1,1,8710,6851,11903,12,0,0,0,0,-4,1,0,92,-48
1,0,-2589,-3648,-3394,-5,0,0,0,0,4,2,5,-41,-32
0,0,-9668,-5123,-13380,-14,-2,-1,-3,0,-44,-1,8,-23,1
0,1,258,-1946,2348,-1,-2,0,1,0,2,6,-5,1,-52
1,0,-1923,-2752,-4207,2,0,-1,0,0,55,-2,-1,-49,-16
0,1,-1406,472,-651,1,-2,-1,-3,0,12,0,5,-50,8
0,1,3955,-545,7364,2,0,0,1,0,-10,-3,-12,91,-36
1,0,1657,-1189,8106,9,2,0,0,0,3,3,3,10,-40
1,0,1985,-2382,3439,1,0,0,0,0,-10,-2,0,40,-36
0,0,-11982,-4937,-9882,-16,-2,0,-4,0,16,-5,10,-45,-45
1,1,-4908,-4391,-13208,-1,0,0,-3,0,2,0,4,-61,-20
1,0,-5529,-2486,-10280,-7,-2,-1,-3,0,-7,-2,6,-13,-37
1,1,12439,8294,18136,17,0,0,3,0,3,0,-8,53,59
0,1,-5659,-4253,-15185,-9,-1,-1,-3,0,-197,1,8,-65,-23
1,1,5153,3024,12516,8,1,0,-1,0,-140,1,-3,50,-8
0,1,1850,3111,5292,2,0,0,0,0,11,2,5,10,6
1,0,1629,1549,-3150,2,1,0,0,0,-189,2,-1,30,9
1,1,9087,3652,15242,10,-1,0,0,0,2,6,-4,62,12
0,0,-5473,-2896,-7807,-8,-1,0,-1,0,2,-2,6,-53,-20
1,0,3664,2717,2351,2,0,1,2,0,12,4,-2,31,4
0,0,-50,-1014,-4221,-5,1,0,1,0,-5,4,-2,-11,2
1,1,375,-70,-2035,-2,2,0,0,0,-4,-1,-3,15,-11
0,0,913,1721,-372,0,-2,0,0,0,-10,2,-3,7,-8
0,1,-3114,-1238,1599,-7,0,0,0,0,6,1,4,13,-21
1,1,6916,4322,298,10,2,0,1,0,54,2,2,22,9
1,0,-1149,-757,589,-4,0,0,0,0,17,4,3,-9,-16
1,1,2172,1215,7295,10,0,0,0,0,60,6,2,-44,-20
0,0,14,-879,4919,-3,-1,0,1,0,0,-3,-13,15,34
0,1,-2299,1373,-1715,-5,2,0,0,0,-148,-5,7,27,-32
1,1,-2292,-2346,3237,0,2,0,-1,0,-8,-1,3,-20,-38
1,1,660,783,4031,1,1,0,0,0,167,2,0,33,3
1,1,4304,3727,9584,5,0,0,2,0,5,2,-13,36,26
1,1,7279,4888,11502,8,-1,0,0,0,1,2,-3,80,0
1,0,-2677,-2149,-1458,-2,0,0,-1,0,6,2,2,-47,2
0,1,1512,-451,7400,-1,-2,1,1,0,-29,1,-3,21,-24
1,1,3290,4808,4781,4,0,1,2,0,2,0,-4,79,23
1,0,-3356,-3847,-1595,-8,-2,0,0,0,17,4,-3,-22,-18
0,0,-5409,-1462,-7182,-5,-2,0,-2,0,-6,-5,4,-28,-8
1,0,-3259,-3198,-9054,-4,0,0,-2,0,-65,-1,6,-37,-16
0,1,367,-132,4447,-1,2,0,-2,0,18,-2,1,-15,2
0,0,-8729,-5435,-6729,-9,-1,-1,-3,0,-3,-1,7,-46,-14
1,0,-2163,-3443,-4517,-2,-1,0,0,0,-8,1,-3,-44,-15
0,1,-361,458,-3685,0,1,0,0,0,2,0,0,22,-4
0,1,7791,6213,6528,14,0,1,2,0,2,-2,-1,29,2
1,1,6770,4664,9556,12,2,1,1,0,4,-1,-4,12,24
1,0,441,2362,1476,4,-1,0,-3,0,-4,1,7,35,-6
1,1,-855,154,-1434,-1,1,0,1,0,-8,-3,0,46,0
0,0,-2975,-1244,-4854,-2,-1,-1,0,0,76,-6,7,-85,-1
0,1,-5150,-820,-10937,-5,2,-1,-1,0,9,1,5,-97,-10
1,1,5145,755,1209,8,-2,0,0,0,-8,-4,-2,47,-16
1,0,-9258,-5085,-6833,-14,1,-1,-2,0,2,2,8,-36,-49
0,0,-3186,-2774,-9507,-5,-2,0,-1,0,4,-1,4,-17,-15
1,0,-3720,-2965,4070,-7,1,0,-1,0,-21,-2,2,24,-16
0,1,1834,2806,7328,4,2,1,0,0,-3,3,-2,41,-11
0,1,7908,5369,10329,5,-1,1,1,0,15,4,-7,68,0
0,1,756,1707,7088,0,1,0,0,0,-1,0,-1,43,21
1,1,1808,685,5257,-2,1,0,-1,0,1,-2,0,-12,28
1,1,4127,-1019,3514,6,0,0,1,0,-4,2,-2,35,-12
0,1,4015,4937,3800,4,0,0,1,0,-2,2,-2,52,20
1,1,838,-496,-544,0,1,1,0,0,5,-1,1,15,-11
1,1,1619,1189,-6807,-1,1,0,2,0,20,0,-6,17,-10
1,1,6796,5351,12922,12,0,0,2,0,11,1,1,46,40
1,1,9078,4818,6434,10,1,1,3,0,2,4,-8,41,0
1,0,501,391,-7372,5,-1,0,-1,0,-7,2,-2,-26,28
1,0,951,-1043,827,1,-2,0,1,0,7,-2,-9,-10,-28
1,1,-895,-1973,-1775,-4,1,0,-1,0,-2,0,6,-26,3
0,0,-6977,-5054,-11662,-12,1,-1,-2,0,-82,-6,4,-19,-20
0,0,415,-1613,-815,-1,2,0,0,0,-1,3,-1,-21,22
1,1,976,428,-3700,1,-2,0,1,0,-1,5,-1,6,-12
0,0,3023,1916,-2672,3,1,0,0,0,-5,-5,-3,54,4
0,0,-9197,-7903,-7606,-11,-1,0,-3,0,-155,-3,3,-95,-47
0,1,-5321,-3160,-8648,-9,-1,-1,-2,0,-6,-4,5,-48,12
0,0,-4397,-3180,-7031,-9,-1,-1,-1,0,0,-5,6,0,23
1,1,4255,2450,11425,10,-1,0,0,0,-6,0,0,-7,20
0,1,-3291,-2264,-11930,-8,-2,0,-1,0,-8,0,4,-28,9
1,0,-4914,-5536,-8564,-8,-2,0,-1,0,0,2,3,-26,-40
1,1,-1556,2006,9145,-5,1,0,-1,0,-13,-5,1,48,5
0,0,-2966,-2082,-8096,-1,2,0,-1,0,-8,6,6,-53,-10
0,0,-3695,-2326,-5738,-1,-1,0,-2,0,12,1,6,-25,-27
1,1,3552,2288,16537,12,1,1,-1,0,114,-2,3,-29,-19
1,0,-6305,-2351,-1700,-12,1,0,-1,0,-6,0,4,-51,20
1,1,327,547,1782,2,-2,1,0,0,0,-2,-1,25,-3
0,0,-6899,-4399,-7158,-11,-1,-1,-2,0,-76,-2,1,-65,1
1,1,7330,7383,14013,15,0,0,0,0,-9,1,-1,64,47
1,1,8103,5141,13777,17,0,0,0,0,15,0,1,35,23
0,0,-3274,-352,-6434,-1,0,0,-3,0,-4,-5,4,-47,-48
1,1,5409,3566,13761,7,-1,1,-1,0,8,3,1,42,-8
0,1,4488,4188,-1521,3,-2,1,3,0,8,3,-10,23,22
1,0,-4083,-1374,3963,-3,2,0,-1,0,4,7,5,-39,-17
0,0,-884,511,-1177,-6,0,1,0,0,-13,-2,1,35,4
1,1,11593,7166,17624,16,2,1,5,0,16,3,-9,112,56
0,1,2186,2298,10276,0,2,0,-1,0,2,-2,-3,64,-3
1,1,676,1796,-3469,4,-2,0,-3,0,-12,1,5,17,-16
1,1,3354,1990,6058,7,0,0,0,0,-3,-2,3,50,-16
0,0,-6848,-5540,-6987,-5,-1,0,-3,0,0,0,8,-100,-2
1,0,-163,-653,-2875,-1,-2,1,0,0,-13,-2,4,-12,-27
1,1,5147,999,9671,7,2,0,0,0,0,2,-7,49,-66
0,0,-204,572,-2429,3,2,0,-2,0,235,-3,1,2,13
0,0,-6260,-4314,3048,-10,-2,0,-1,0,16,-3,5,-55,-34
1,0,2894,680,18661,4,0,1,-2,0,0,-4,7,20,8
1,1,7416,6503,14828,13,2,0,-2,0,5,1,3,80,2
0,1,560,365,3554,0,0,0,1,0,4,0,0,15,-15
1,1,-1623,-812,-2768,2,-1,0,-1,0,0,3,7,-41,-27
0,1,3526,3572,5754,6,0,0,1,0,9,1,-1,41,23
0,1,833,1923,240,0,0,-1,1,0,5,-7,-4,12,2
1,1,875,599,-4470,0,-2,0,-2,0,4,-2,7,56,-20
0,0,-1892,-2299,-12520,-7,-2,0,-1,0,-12,-4,-5,-24,20
1,1,-410,-1134,-1505,4,1,0,-1,0,-3,3,2,-68,3
1,1,2990,1537,11297,6,1,0,-2,0,10,-1,-1,40,-7
0,0,-4879,-1981,-19418,-4,0,0,-1,0,-4,-3,2,-56,-6
1,0,-2754,-2062,5180,-5,-2,0,-1,0,-5,-4,8,-12,9
1,0,-7570,-3445,-14969,-10,-1,0,-3,0,-6,-1,7,-56,-1
0,0,-3114,-4279,-1644,-7,-1,-1,-3,0,10,-2,-1,15,-9
1,0,-486,-644,-7147,4,2,1,-1,0,2,-1,-1,-5,-9
1,1,2497,1328,10264,6,2,0,1,0,-2,6,3,-25,23
0,0,-6600,-4322,-11573,-5,-2,0,-2,0,-3,-3,6,-71,-41
1,0,1412,-2545,1680,1,1,0,0,0,-71,1,-5,12,-8
1,1,2708,2244,11673,2,0,0,1,0,27,2,1,38,6
0,0,-8127,-5899,-11051,-8,-2,-1,-2,0,-12,-1,6,-141,-19
1,0,-2445,-1516,160,3,0,1,-2,0,-250,-3,5,-28,-4
0,0,-789,-662,-2346,1,-2,-1,-1,0,14,-1,3,-13,-24
0,0,-1131,-258,-8597,-4,-2,0,0,0,-15,3,2,-18,-14
1,0,-824,330,265,-3,-2,0,0,0,1,-3,-1,62,-3
0,0,-4535,-1830,10500,-10,0,0,-1,0,173,3,3,2,14
1,0,608,-1223,-898,0,1,0,0,0,-3,3,6,-47,34
1,0,6251,4502,14829,12,1,0,0,0,10,0,0,40,16
1,0,-1035,-3371,-5915,-1,0,1,-2,0,11,1,6,-33,12
0,0,-7307,-6950,-7176,-11,0,0,-1,0,-8,-8,1,-54,-16
0,0,-609,-301,-4994,-3,-2,0,-2,0,7,-2,6,-16,-11
1,1,10472,9693,20709,16,0,0,0,0,5,1,0,75,39
1,1,4330,2087,1455,11,1,0,1,0,179,3,-2,42,-17
0,1,3025,2888,387,9,0,0,0,0,-23,1,-3,57,-8
0,0,-292,373,5656,3,2,0,-1,0,-237,-2,1,-33,25
1,1,-5491,-2130,-5153,-9,1,-1,-1,0,-6,0,5,3,-9
0,0,-8465,-4958,-9543,-13,-1,-1,-2,0,-58,3,8,-58,-44
1,1,-3932,-1558,-1089,-5,-2,1,-1,0,4,0,4,-15,-12
0,1,2147,2072,4843,0,0,1,0,0,-112,0,-5,22,8
1,0,-4247,-1526,-6823,0,-2,-1,-2,0,1,-1,8,-36,9
0,0,-12503,-8584,-12230,-13,0,-1,-5,-1,6,-5,8,-137,-20
1,1,-668,-1557,1603,0,0,0,0,0,-1,-2,1,18,-22
0,0,-5972,-5110,-8599,-6,-2,-1,0,0,2,2,7,-81,-15
1,1,3271,4012,-2179,3,1,0,2,0,-4,2,-6,26,24
0,0,-8158,-1456,-15141,-5,1,-1,-3,0,6,-2,7,-80,-16
0,1,1521,921,3314,4,1,1,0,0,8,4,4,-26,-28
0,0,-1303,-4062,-950,0,2,0,0,0,-3,3,-5,-58,20
0,0,-5652,-4353,-12604,-11,-1,0,-1,0,-52,-3,1,-46,-55
1,0,4384,3475,3623,13,2,1,1,0,-54,2,-5,-19,-3
0,1,5852,4064,-2538,5,-2,0,2,0,-15,-5,-7,45,-7
1,0,-246,-1321,-3904,-2,-1,0,-1,0,-95,-3,1,-26,-23
0,0,-4206,-1166,-9618,-5,-2,0,-1,0,-5,-3,3,-48,25
1,0,-1240,1361,-5026,-6,-1,0,0,0,-34,0,3,-7,-2
1,0,-2166,-1694,6149,-3,2,0,-2,0,10,2,4,-21,2
0,1,4659,4439,4697,8,2,-1,2,0,9,3,-4,7,56
0,0,-6474,-1912,-20636,-9,-2,0,-1,0,-12,-9,5,-82,2
0,0,-7492,-3547,-17299,-13,-2,-1,-1,0,1,-5,5,-47,4
0,1,10309,7869,16434,13,2,1,3,0,-8,3,-8,90,9
1,1,-55,-1860,1080,0,-1,0,0,0,0,0,0,-53,4
0,0,-5338,-3449,-12596,-13,0,0,-2,0,5,-4,8,-64,16
1,1,3638,211,-1824,1,0,0,2,0,3,1,0,13,-30
0,0,69,765,-7585,-4,-2,0,0,0,4,0,-3,2,10
1,1,6174,3233,6767,14,-2,0,1,0,10,-2,-1,-16,23
0,1,3356,1226,-1952,5,0,0,1,0,-3,2,-4,-7,8
0,0,-6174,-3199,-11910,-9,0,0,-2,0,-1,1,4,-77,36
0,1,5002,2262,4508,5,1,1,3,0,1,-4,4,48,4
0,1,6835,5610,6626,10,0,0,0,0,-180,3,-3,19,30
1,0,-985,822,-229,0,-1,0,-1,0,-3,-1,5,-29,12
1,1,-2620,-2953,527,-2,1,0,-1,0,0,1,3,-30,-28
0,0,-947,-3884,-13228,-5,-2,0,-1,0,11,-1,4,-14,-8
1,1,6300,4494,5157,11,0,0,1,0,7,2,-4,25,23
1,0,-155,-2273,-1057,1,-2,0,-1,0,5,3,0,2,-4
0,0,2189,372,2662,4,-2,0,0,0,1,-1,1,3,5
0,0,-5192,-2326,2146,-6,0,0,-1,0,9,5,7,-50,-12
0,0,-4165,-3896,-3423,-8,-2,0,-1,0,-2,-2,-1,-11,-18
0,1,-3696,-2397,-10789,-4,1,-1,0,0,0,3,4,-35,-44
1,0,143,608,-2798,-2,0,0,-1,0,-2,0,3,15,-12
1,0,-10630,-9073,-10969,-17,-1,-1,-3,0,-10,-3,9,-103,-3
1,0,-1281,-542,-2745,1,-1,0,0,0,-5,-1,1,-31,-13
0,0,-5943,-4649,-6866,-12,-2,0,-1,0,-3,-5,3,-8,-7
0,1,-1209,-1857,-6578,-6,-2,0,0,0,-9,-5,3,43,-13
0,1,473,2745,-1110,-2,-1,0,0,0,2,-2,4,26,14
0,1,928,926,-1448,-2,2,0,-1,0,-6,1,4,3,24
0,0,-5336,-8041,1269,-11,1,0,-1,0,-68,0,4,-11,-42
1,1,4397,2929,5114,5,2,0,0,0,-5,1,-4,10,25
0,0,1873,-353,5477,2,0,0,1,0,-5,-2,-1,-3,-2
1,0,1913,1863,4310,4,1,0,0,0,1,1,0,16,23
0,0,-6009,-2127,-8295,-9,1,0,-2,0,-10,-4,7,-50,-13
1,1,3705,633,6744,5,-2,-1,2,0,-18,3,-5,36,-13
1,1,1696,-345,-1707,0,1,1,2,0,-165,0,-3,-20,-27
1,1,4165,3908,6666,8,-1,0,0,0,65,-1,-1,18,5
0,0,-2558,-1066,2908,2,2,1,-2,0,25,0,8,-43,-36
0,1,1441,1201,3694,5,-2,0,0,0,5,0,3,-14,-6
1,1,1080,1952,-661,3,1,0,1,0,-10,0,-4,1,-19
1,1,9971,7478,12178,10,1,0,2,0,-10,-1,-1,119,8
0,0,-8010,-6196,-9949,-8,1,0,-3,0,-12,3,10,-87,-7
1,1,6799,6846,2411,10,2,0,2,0,4,5,-8,120,16
1,0,190,130,-3940,3,-1,1,-1,0,18,3,2,-42,23
0,1,1974,1048,-6143,4,0,1,0,0,-2,1,-2,-22,31
0,0,-8314,-2991,-13418,-7,-2,0,-4,0,3,1,6,-108,7
1,0,-3217,-849,-3153,-7,-2,0,-1,0,3,0,3,4,-16
0,1,3334,69,2965,2,-2,0,2,0,165,-4,-8,8,33
1,1,3848,4097,5858,8,0,1,-1,0,-110,-4,-3,31,12
0,0,-5828,-3219,-8635,-7,1,0,-2,0,-4,5,6,-56,-25
0,0,841,937,1397,1,-1,1,0,0,1,2,1,34,3
0,0,-5595,-4869,-13826,-9,0,0,-2,0,1,0,8,-75,-32
0,0,-3921,-1817,138,-6,-2,0,-1,0,2,-1,4,-42,6
1,1,9372,5933,16312,20,1,0,1,0,2,4,-9,73,8
1,0,-1976,666,-5722,-3,0,0,-1,0,-4,-2,1,-21,4
1,0,-1529,-1970,4833,3,-1,0,0,0,13,3,5,-85,-7
1,1,954,2062,4012,1,2,0,0,0,-6,1,-3,-43,16
1,0,2966,1258,1297,6,-1,0,2,0,-2,-1,-2,32,-22
0,1,1647,1618,-435,-1,-2,0,-1,0,12,1,-4,84,-12
0,1,2199,847,313,5,-2,0,-1,0,76,-2,-2,-4,10
1,1,-1987,-174,-2932,3,0,0,-2,0,-2,3,5,-66,3
1,0,-6190,-3671,-7175,-17,-2,0,0,0,-5,-1,2,-33,17
1,1,-1604,-1573,704,2,-1,0,-1,0,-5,5,4,-113,2
0,1,6052,4778,12354,8,1,1,2,0,-6,2,-8,79,14
0,0,2111,855,5594,4,0,0,1,0,-15,1,3,27,-21
0,0,6721,3545,5246,6,2,0,0,0,-2,0,-2,45,16
0,1,7346,2728,14174,15,1,0,0,0,1,2,-4,26,7
1,1,4971,1402,8070,7,-2,0,1,0,16,4,3,76,-8
0,0,-2945,-2811,-9771,-7,0,0,0,0,-12,1,1,24,-19
1,1,3616,4619,5244,7,2,0,0,0,-154,2,2,47,5
1,1,2979,2884,10767,4,1,0,2,0,-29,2,-2,24,18
0,0,-3976,-1772,-2292,-8,-2,0,0,0,1,2,3,7,-2
1,1,9554,6145,16474,15,2,0,0,0,8,2,-2,91,9
0,1,11296,5860,15247,18,2,0,7,1,-1,-1,-12,130,11
0,0,-4350,-2211,-8467,-9,-2,0,0,0,-24,-5,8,-23,11
1,1,-391,-1526,759,-1,2,0,-1,0,-9,-2,-2,-7,-10
0,1,10521,2810,11038,18,1,1,4,0,1,0,-6,40,-4
1,0,-3458,-1310,-8231,-5,-2,0,-1,0,1,-1,1,-20,-19
0,1,-817,-1588,-554,1,0,-1,0,0,-1,1,0,-10,-19
0,0,-1302,2576,-7065,-1,-1,0,-1,0,3,2,4,-35,19
0,0,-10559,-6257,-20021,-17,1,0,-4,0,-28,0,6,-112,-28
0,0,-641,-1211,-4291,-2,0,0,-1,0,-1,3,2,-11,21
1,0,-8198,-6263,-8225,-14,-1,0,-3,0,-230,-1,1,-36,-29
0,0,-2661,-2734,1050,-2,0,0,-1,0,-4,-1,5,-71,-8
1,1,2130,301,5103,3,2,0,0,0,-5,-2,0,-15,17
1,1,3369,2141,1407,6,2,1,0,0,-54,1,0,35,-1
0,1,4163,4646,3693,9,0,0,-1,0,6,0,1,-22,59
0,1,731,2232,-666,-3,-2,1,1,0,16,-1,2,29,32
1,1,2272,899,5026,-1,0,0,1,0,-9,4,-6,19,-29
