blueTeamFirstBlood,blueWin,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,0,-5601,2,0,0,0,0,-23,-2,0,-22,-49
1,0,-8674,-2,-1,0,-2,0,49,-2,5,-54,-8
1,1,-3400,5,1,0,0,0,4,4,-8,-3,-11
1,1,930,0,0,0,0,0,-4,-3,5,-38,0
1,1,4562,1,-1,0,0,0,0,1,1,6,4
0,1,-1264,0,2,0,-1,0,-5,5,7,26,-34
1,1,13123,9,0,0,-1,0,46,1,-4,99,-17
1,0,-6549,-6,0,0,0,0,0,3,-5,-15,-4
0,1,3189,6,2,0,1,0,1,-1,6,53,36
1,0,-5178,-5,-2,0,0,0,-6,3,0,-30,-9
1,1,5377,8,1,0,-2,0,-1,-2,-3,44,6
1,1,11253,10,1,0,0,0,4,1,-2,93,12
1,0,-2284,-3,-1,0,0,0,-1,1,3,-14,-16
0,0,888,-3,-2,1,-1,0,12,-1,4,-58,21
0,1,4735,3,1,0,1,0,19,-4,-8,45,-3
1,1,5950,13,2,1,-1,0,-2,0,4,-1,13
1,1,21577,16,0,1,1,0,-52,3,-4,37,9
0,1,2377,-1,1,0,-1,0,11,-1,4,18,26
1,1,-1292,-5,0,0,-2,0,0,4,3,-35,4
0,0,-2027,-2,-1,0,0,0,4,4,1,-37,-5
1,0,-895,5,-2,0,-2,0,-2,0,9,-27,-32
0,1,-851,-3,-1,0,0,0,29,1,-2,-17,5
0,0,-1113,5,1,-1,0,0,53,2,-2,-38,-30
1,0,-3777,-11,0,0,-2,0,-8,-2,7,-28,-21
0,1,-1732,-3,-2,0,2,0,-15,-2,-3,-35,9
1,0,-430,4,0,0,-1,0,3,-1,1,36,-2
1,0,-3477,-1,-1,0,0,0,-4,-3,0,-9,13
0,0,-5196,-3,0,0,-2,0,2,5,4,-5,-28
0,0,-14471,-10,1,0,-1,0,9,5,2,3,-19
1,0,5109,-1,1,0,0,0,3,0,3,26,-17
0,1,5407,13,1,0,2,0,32,-3,-6,8,21
1,1,-2303,-2,1,-1,1,0,-71,-2,-3,-16,24
0,0,-6550,-10,-1,0,-1,0,-4,-5,5,-34,-43
1,0,-10582,-12,-2,0,-3,0,-126,1,8,-2,-16
0,1,-2435,3,1,0,1,0,-6,-2,-2,-33,-13
1,1,12808,12,0,1,0,0,-9,5,-8,28,11
1,1,5477,3,0,0,0,0,15,3,1,47,0
0,1,-1800,-4,0,0,-1,0,-4,-5,4,-12,-4
0,1,-2965,-6,2,0,0,0,1,-7,1,-40,12
0,0,2967,-4,-1,0,-1,0,6,-3,6,-41,-9
0,0,-7075,-9,0,1,-1,0,116,-1,4,-26,-4
1,1,12255,10,2,0,-1,0,5,1,-3,18,40
0,1,392,2,0,0,-1,0,10,1,6,-53,-20
1,0,-11950,-13,-1,0,-3,0,40,2,7,-34,-1
1,1,2096,7,2,1,3,0,-100,-4,-7,40,-18
1,1,-550,-4,2,0,0,0,-14,6,0,-20,-4
0,1,-5516,-7,2,0,0,0,1,-1,4,-10,36
1,1,-4025,2,1,1,-2,0,3,3,6,46,24
0,1,9753,3,0,0,-1,0,41,0,-4,-5,18
1,1,-12564,-8,-2,0,-1,0,14,-1,3,21,-42
1,0,-6702,0,2,-1,-4,0,-9,1,6,9,-21
0,0,6249,6,-2,1,1,0,-71,-2,-6,14,63
1,1,-1132,4,2,-1,0,0,-6,1,-5,44,39
1,0,2076,4,0,1,0,0,-9,-3,2,26,28
1,1,2761,9,1,1,-1,0,6,2,-9,-14,18
0,0,-589,-4,-2,0,0,0,116,0,5,-43,30
1,1,12728,11,1,1,4,0,-60,2,-5,-3,-11
1,0,-81,3,1,0,0,0,7,-6,0,66,24
0,0,-1817,-6,0,0,-1,0,-22,-3,2,-62,9
0,1,9223,9,0,0,0,0,-1,1,4,57,-1
0,1,-7642,-1,1,0,0,0,5,1,-4,-28,-4
0,1,5510,-3,0,0,0,0,-8,-3,4,47,56
1,0,2486,-1,0,1,-1,0,-62,-7,-1,43,28
1,0,-5422,0,-2,0,-1,0,12,3,2,-52,-18
0,0,-3396,-5,0,1,0,0,5,0,-3,42,13
1,1,8775,7,2,-1,0,0,3,-3,0,79,-21
1,1,-1462,9,0,0,-1,0,8,3,-1,-31,-55
0,1,2635,2,-1,0,0,0,7,0,1,-62,36
1,1,4487,6,0,0,0,0,22,0,-4,70,14
1,1,5554,7,0,1,-1,0,200,-1,2,-1,12
0,0,-9884,-3,-2,0,0,0,-10,-1,2,-15,-48
0,1,-18,1,1,0,0,0,27,4,5,25,-28
1,1,13670,7,-2,0,0,0,-6,2,2,54,-4
1,1,1785,1,1,0,0,0,2,0,3,46,3
0,1,-2899,-7,2,0,0,0,4,-1,-5,-15,8
1,1,6905,4,2,1,1,0,2,-2,-1,6,24
1,1,1764,1,1,1,1,0,-1,-1,-5,26,-1
0,0,-4609,-4,-1,0,-1,0,-23,-3,3,-27,-6
0,0,-1561,-9,-2,0,-2,0,6,-1,6,-24,24
1,1,-562,0,0,0,0,0,18,1,5,13,-23
1,0,-10385,-6,0,0,0,0,40,0,6,-4,-13
0,1,-8060,-3,-2,0,-1,0,-1,-3,5,-36,16
0,1,-1311,2,0,-1,-1,0,-1,5,4,-34,16
1,0,-4405,2,0,1,0,0,-4,1,2,16,0
0,1,12008,11,2,0,2,0,15,0,-3,35,54
0,0,-4756,-4,0,0,-2,0,157,2,3,-25,-39
1,1,2568,9,1,0,3,0,-10,2,-5,3,16
0,0,-15360,-19,0,0,-4,0,-13,-7,6,-27,29
0,1,4309,0,0,0,0,0,-42,-4,-1,36,30
0,0,-5262,-2,-2,0,1,0,6,3,-4,24,-4
0,0,-8191,-8,-1,0,0,0,23,3,2,-13,-30
1,0,-7124,-6,2,0,0,0,193,1,-1,33,-26
0,0,-10069,-3,-1,0,0,0,-3,2,3,-14,-44
0,0,3993,4,1,0,1,0,-31,-2,-3,11,16
0,0,1126,4,-2,0,1,0,0,2,-6,35,8
1,1,-3502,3,-1,0,-1,0,-4,-1,-3,10,-31
0,0,-1066,3,1,1,1,0,-5,-2,2,-3,-12
0,0,-13250,-7,0,0,-1,0,2,-7,2,-27,-18
0,1,-6277,3,-2,0,0,0,-1,-1,-2,-73,22
1,1,1795,3,2,0,0,0,1,2,-1,-16,-20
1,1,12178,2,0,0,0,0,-2,-2,3,-31,10
1,0,6216,8,-1,0,-1,0,13,5,2,-16,20
1,1,6258,7,2,0,0,0,109,1,-4,55,-36
1,1,1870,-3,1,0,0,0,-273,-1,-1,-30,-4
0,0,4181,-12,-1,0,0,0,115,-2,-2,-3,28
0,0,-5841,-3,-2,0,-2,0,22,2,4,-11,-39
1,0,-2323,-9,0,0,-1,0,-8,-1,4,-57,-14
0,1,1944,7,1,0,-1,0,81,3,1,72,4
0,0,-2520,1,-2,-1,0,0,4,4,-2,-3,-6
1,0,-2331,1,2,-1,0,0,-52,2,-2,20,-32
1,0,-8225,-2,-2,0,-2,0,161,0,3,30,-34
1,1,-3312,-9,0,0,-2,0,-147,-4,6,22,-5
1,1,16700,10,2,1,1,0,-31,-1,-5,45,39
0,1,-10418,4,-1,1,0,0,-40,0,3,-21,-13
1,1,770,5,0,0,1,0,-5,-2,1,-21,15
1,0,12874,10,0,0,2,0,-94,6,-5,65,-34
0,0,-5737,-5,-1,0,0,0,9,1,2,14,-16
0,0,-341,-5,2,0,1,0,7,3,-3,-29,-8
0,0,1882,5,-1,1,-2,0,-16,0,5,25,25
1,1,-204,8,0,1,0,0,4,2,2,52,-14
0,0,-9335,-6,0,1,-2,0,-18,-2,8,-27,-37
0,1,7186,6,1,0,-1,0,2,-2,0,43,33
1,1,-7317,2,-2,0,-2,0,-7,3,2,29,16
1,0,-1560,-3,-1,-1,-2,0,-9,-3,5,-95,7
1,0,2000,4,0,-1,1,0,-2,2,-4,32,-24
1,0,-8599,-4,0,0,1,0,1,-1,3,-5,-2
1,1,2117,6,1,0,2,0,-3,-3,-5,92,48
1,1,1631,4,0,0,2,0,0,0,-2,57,-9
1,1,4636,1,0,0,0,0,0,1,-2,-17,-4
0,0,989,-11,-1,0,-2,0,-3,-4,5,10,-19
0,1,294,-3,0,-1,0,0,-3,-2,1,6,19
1,0,9376,5,-2,0,2,0,-5,-3,-10,55,16
1,0,2660,1,0,0,1,0,6,3,3,2,0
0,0,-11364,-13,2,1,-2,0,-4,-4,8,-11,-1
1,1,10188,10,1,1,0,0,8,3,4,-4,-8
0,0,-490,4,-2,1,0,0,1,1,2,36,-41
0,1,7727,2,-1,1,1,0,-1,1,-2,30,4
0,0,-7425,-14,-2,-1,-1,0,-11,-3,3,-3,15
0,0,-192,2,0,0,0,0,6,0,-7,-3,-23
0,0,-10361,-13,-1,0,0,0,7,-3,7,-60,-17
0,1,-4421,-1,-2,1,0,0,-11,-3,2,-33,13
0,0,-7765,-10,-2,0,1,0,4,2,2,-28,17
1,1,17515,9,0,1,4,0,32,0,-11,108,7
1,0,2940,3,0,1,1,0,3,1,-7,3,0
1,0,-955,0,-1,0,-2,0,18,-3,-1,-36,-13
1,1,484,5,0,1,-1,0,10,1,-5,69,-6
0,0,-19985,-12,-2,0,-2,0,11,4,8,-60,12
1,0,894,4,1,0,-1,0,-3,-1,4,-1,-11
0,1,5088,-2,-2,0,-1,0,-9,0,1,9,-20
0,0,-7721,-3,0,-1,-2,0,-122,2,6,-54,-6
1,0,3466,-2,-2,0,0,0,23,-1,0,11,-5
0,0,-9169,-7,-2,-1,-2,0,-1,-1,-3,-22,17
0,1,-6645,-5,-2,0,-3,0,11,-4,8,-33,-12
0,0,-587,-6,-1,-1,-1,0,-14,-9,0,-9,-10
0,1,-1742,5,-1,0,-1,0,5,3,3,-19,-2
0,1,7866,8,0,0,2,0,-7,-1,-1,39,40
1,1,-461,3,1,0,1,0,-4,2,-3,47,-7
1,1,245,4,1,0,1,0,18,-2,-2,21,6
0,0,436,-6,0,0,-1,0,-72,1,2,14,4
0,1,7237,0,-1,0,2,0,9,0,-1,8,19
0,0,-3348,0,-1,-1,-1,0,-9,5,7,-41,12
0,1,-5732,-3,1,0,-1,0,5,2,-2,-32,0
0,0,-3557,-5,-2,0,1,0,-5,-1,1,-3,40
0,1,16703,9,0,1,3,0,7,4,-12,32,8
1,1,13445,12,1,1,0,0,-5,0,-5,46,20
1,0,-1932,-4,-2,0,-1,0,-1,-1,-1,-42,-45
0,1,8373,4,0,0,3,0,3,1,-9,40,27
1,0,-1093,8,-2,0,0,0,-2,1,3,-51,21
1,1,2365,10,1,0,-2,0,-4,-1,2,-16,55
0,0,-17037,-12,0,0,-1,0,34,-5,-2,-24,-23
1,0,7266,7,0,0,1,0,-230,4,1,41,43
1,1,10164,17,1,1,2,0,-13,-2,-13,31,10
1,1,-747,4,0,0,0,0,-8,0,-4,-29,20
1,1,-106,8,-2,-1,-1,0,2,2,1,-25,-19
1,1,6135,12,0,0,1,0,-122,4,-10,72,-20
1,0,-2649,-3,-2,0,0,0,-22,-2,4,21,-2
1,1,-1251,9,1,1,2,0,-249,4,-3,95,-37
0,0,-5583,0,0,0,-3,0,8,-2,10,-27,-5
0,0,-9749,-6,-2,0,-2,0,11,-2,1,-16,-19
1,1,8389,4,1,0,2,0,-3,0,-6,27,-20
1,0,-7865,-2,-1,-1,1,0,1,-2,3,50,-16
0,0,-967,0,-1,0,-3,0,-3,-2,0,39,15
1,1,8990,15,2,0,3,0,9,4,-5,48,49
1,0,-1013,3,-2,0,-1,0,0,-2,2,-48,19
1,1,12372,13,1,0,0,0,-3,1,0,45,15
0,1,-200,-4,-2,1,1,0,0,-2,-3,10,4
0,0,-4550,-6,-2,0,-1,0,-7,-4,6,9,9
1,0,11944,6,0,0,-1,0,6,3,5,18,0
1,1,-446,-2,-2,-1,-2,0,5,1,1,-53,28
1,1,2580,4,-1,0,1,0,-2,1,-3,-44,-8
0,0,693,-4,1,0,-1,0,-4,-2,4,-53,-16
1,1,-4131,3,-2,1,0,0,41,-1,-4,36,26
1,1,6863,9,-1,0,2,0,-13,0,4,73,-9
0,0,-6377,-6,0,0,-3,0,8,2,5,-37,-64
1,1,9455,3,-1,0,1,0,14,-1,-8,17,37
0,1,7021,14,1,0,1,0,23,0,-1,42,30
0,1,13180,1,2,1,-1,0,26,-3,2,-37,24
0,0,-16372,-15,2,0,0,0,2,-2,1,-33,10
1,0,8440,1,-1,1,1,0,11,-3,3,76,11
0,0,-3430,-2,-2,-1,0,0,-71,1,2,-12,-24
0,0,1394,-5,-1,0,-1,0,-7,-7,3,48,-29
0,0,2672,2,0,0,-2,0,-2,-1,4,-21,7
1,0,-6964,-4,0,0,-2,0,-36,0,5,-11,-5
0,0,-2465,1,-2,0,-1,0,3,5,3,-22,12
1,1,13506,13,2,1,2,0,12,4,-1,-90,21
0,0,-14279,-13,-2,0,-3,0,1,2,3,-137,-8
0,0,-1209,-7,0,1,-2,0,1,-2,9,-91,-8
0,0,2013,3,-2,0,2,0,12,6,-12,52,29
0,1,2247,-2,-1,0,0,0,-5,1,-6,-49,10
1,0,-2838,1,-2,0,-2,0,-19,2,4,-14,5
0,0,-7527,-12,0,-1,-3,0,-3,2,8,-127,-45
1,0,-10666,-4,-2,0,-1,0,-15,-4,-1,-13,-31
0,0,-9883,-8,-2,-1,-1,0,-4,1,5,-49,25
1,0,3434,0,2,1,0,0,-9,-2,-3,33,20
1,0,3181,3,-2,1,-1,0,-4,-3,2,-25,-30
1,0,18030,11,2,0,1,0,12,2,-12,25,22
0,0,-6643,-8,0,1,-1,0,-3,-2,6,-28,-36
0,0,-24424,-20,-1,0,-4,0,-4,1,9,-88,-18
0,1,-2591,-1,0,1,0,0,8,3,-1,-2,-9
0,1,-889,5,0,0,-1,0,40,-1,5,-27,-12
1,1,3407,4,1,0,2,0,-148,0,-7,8,24
0,0,-5000,2,1,0,-3,0,22,5,7,-45,-11
0,0,-2687,-7,-1,-1,0,0,18,-3,4,3,-20
1,0,-10969,-4,1,-1,-1,0,0,2,6,-40,-15
1,0,-264,2,-1,0,1,0,-4,-7,2,23,9
0,1,-8932,-2,0,0,0,0,-2,0,3,23,-9
0,0,-11061,-3,1,-1,-2,0,2,-5,2,-55,-20
0,1,11494,2,0,0,1,0,28,0,0,88,-2
1,0,-2550,-7,1,1,0,0,244,-2,4,-3,41
1,0,323,-4,-1,0,-1,0,-11,4,1,11,-1
1,1,-1510,1,1,0,1,0,92,3,-4,9,-31
1,0,-16135,-13,-2,0,-1,0,122,4,6,-39,-20
1,0,-720,-8,1,0,-3,0,-9,-2,6,-45,0
1,1,6829,7,1,-1,1,0,3,5,-7,-40,9
1,1,4387,2,1,0,1,0,-16,-2,0,-24,10
0,1,-3413,4,-1,0,-1,0,-56,1,1,-95,6
1,0,485,3,2,1,-1,0,0,3,4,43,4
0,1,875,4,-1,0,2,0,8,7,-1,22,11
0,1,8312,6,1,0,1,0,-38,0,5,-1,51
1,0,-5186,-1,-2,-1,-2,0,-11,1,3,-45,-14
1,1,10966,1,1,1,1,0,-5,-4,-3,30,4
1,1,9522,10,2,0,1,0,7,5,-13,80,34
1,0,-1062,0,2,0,-1,0,-8,-6,2,-10,-50
0,0,-8621,-14,-1,-1,-3,0,11,2,7,-36,4
1,0,-743,-2,-2,1,0,0,1,-3,-2,-32,-13
1,0,-1963,-1,0,1,0,0,-4,0,-2,14,-8
1,1,6015,14,2,1,4,0,3,5,-13,67,0
1,1,12498,7,0,0,2,0,-8,0,0,80,20
0,1,-6589,0,-2,0,0,0,0,-5,-2,26,-24
1,0,-631,-9,0,0,1,0,-5,-2,1,23,4
1,1,10610,9,2,1,1,0,6,1,-10,57,-12
1,0,-4663,-6,-1,-1,-3,0,4,1,2,-31,-1
1,1,1318,-5,-1,0,-1,0,-1,-1,0,-52,10
1,1,15320,19,0,0,3,0,7,5,-15,108,53
0,1,-2842,0,0,0,0,0,-8,-3,3,-38,3
0,1,-1044,-3,1,0,-1,0,1,-6,4,-17,-16
0,0,-6639,-7,-1,0,-3,0,-1,0,7,-114,-17
1,0,3194,-4,-2,0,1,0,-2,-1,0,11,48
0,1,2026,7,0,0,1,0,16,2,3,22,-25
0,0,-3658,-8,-2,0,0,0,9,-1,-3,-36,-10
0,1,-7303,-7,-1,0,0,0,-13,-5,-3,-20,-35
1,1,7897,9,2,1,0,0,0,-4,-1,16,44
1,0,-4029,-8,-1,0,-1,0,-3,2,4,1,-9
1,0,-10523,-13,-2,0,-2,0,-2,-2,6,-80,-10
0,0,-7960,-10,-2,0,-3,0,-8,1,1,-26,-17
0,0,-9500,-15,-2,0,-2,0,16,-1,6,-73,10
1,0,-2780,0,-2,0,-1,0,4,5,1,-36,47
1,1,5998,-2,0,1,2,0,-5,1,-5,50,-2
0,0,-7471,-1,-1,0,0,0,-7,-2,3,-10,-3
0,0,-6106,-6,1,0,-1,0,-5,0,4,-67,-12
0,1,1306,2,1,0,0,0,-13,1,0,-27,4
0,1,3273,3,0,0,1,0,-16,-2,-7,-24,36
1,1,-2339,6,1,0,-1,0,-5,2,1,-2,-7
1,0,1147,-1,-1,0,-3,0,-3,-2,8,-32,-26
1,1,4443,7,-2,1,1,0,1,-3,-1,-4,1
1,1,4172,6,-1,1,-1,0,4,1,-4,-5,62
0,0,-457,-5,-1,0,0,0,4,-2,4,43,-8
1,0,-1125,-2,0,0,-2,0,-152,-1,5,5,47
0,0,-1193,0,-2,0,-1,0,13,5,1,48,-25
0,0,-5588,-7,-1,0,-1,0,3,-3,7,-14,-18
0,1,-6865,-5,-1,0,0,0,5,2,-4,26,12
1,0,885,3,2,0,1,0,-26,-4,-2,24,-6
0,0,-2532,-6,-1,0,-2,0,-7,-1,7,-1,-9
1,1,2701,1,1,0,-1,0,6,0,-2,49,35
1,0,2802,1,-2,0,0,0,0,-1,3,-16,29
0,1,1397,10,2,0,-2,0,-1,4,-2,19,40
1,0,-6009,1,2,0,1,0,-29,0,1,-9,41
1,0,-7443,-3,1,0,0,0,-5,-1,-3,0,8
0,1,-107,3,2,1,0,0,-105,4,-1,17,6
1,0,-15119,-8,0,0,-1,0,-21,-1,4,-28,-21
0,0,6412,2,2,0,0,0,13,3,2,-28,-12
1,0,-9942,-13,-2,-1,-3,0,-8,-4,6,-49,-24
0,1,10192,8,1,0,1,0,7,-3,-1,12,16
0,0,8378,6,-2,0,1,0,-5,-2,-11,-37,20
0,1,6688,1,2,1,1,0,-66,0,-2,34,24
0,1,2641,-3,-1,0,1,0,30,-5,2,-14,16
0,0,4356,1,0,0,0,0,6,2,4,-18,22
1,0,-9508,-10,-1,0,-1,0,-37,-3,2,30,5
1,0,2737,6,1,0,0,0,-4,0,1,-50,-18
0,0,7360,2,-1,0,1,0,-1,0,-2,27,15
0,1,-5155,0,2,1,1,0,14,1,-1,31,4
1,0,-3111,-3,-1,0,0,0,12,-2,1,23,16
0,1,-3983,-1,-2,0,-1,0,-5,2,-4,-74,-30
0,0,-13404,-7,-2,0,-3,0,-6,-2,7,-112,-56
1,1,11514,6,1,0,2,0,2,4,-6,94,-11
1,0,347,-5,-1,0,1,0,12,2,-2,-17,-11
0,1,-2094,-2,-1,0,0,0,17,4,3,-18,-27
1,1,3669,7,1,0,0,0,4,2,2,0,40
0,1,4567,16,2,0,0,0,-3,-2,2,57,4
1,1,18648,20,1,0,4,0,20,3,-11,108,48
1,1,5810,6,0,0,-2,0,18,1,1,31,21
1,0,-3110,-13,-1,0,-1,0,-63,0,5,-50,-29
0,0,-2844,-8,-2,0,-1,0,0,1,5,-44,4
1,0,4752,10,1,0,1,0,181,-3,2,-28,21
0,0,-12842,-17,0,0,-3,0,-87,1,7,-77,11
0,1,4512,7,-1,1,-1,0,201,-1,1,12,-8
0,0,-7711,-2,1,0,-1,0,10,0,2,-15,8
1,1,2504,-1,0,0,1,0,-73,0,2,19,16
0,0,-13504,-10,0,0,-3,0,-20,4,5,-50,-3
0,0,-2985,3,0,0,0,0,0,0,-1,2,9
1,0,-2253,-1,-1,0,2,0,8,3,-10,52,0
1,0,5009,5,0,0,0,0,8,3,4,2,40
1,0,5154,-2,0,0,-1,0,-36,-2,6,7,8
0,0,-18235,-10,-1,0,-3,0,24,4,8,-68,-12
1,1,3779,0,2,0,3,0,7,4,-7,115,9
0,0,6184,0,-1,0,0,0,-7,0,5,26,5
0,1,5938,9,2,0,1,0,-5,2,-3,28,33
1,1,17814,14,2,0,-1,0,2,1,2,-6,-8
0,0,-15335,-15,-2,-1,-5,0,-2,-1,9,-111,-16
1,1,-1208,-2,2,0,2,0,1,-4,-4,38,-13
1,1,8559,2,-1,1,-2,0,-3,-3,1,-38,10
1,0,5141,0,-2,0,-1,0,-35,0,2,-104,1
1,1,8796,5,-1,0,1,0,8,2,-3,81,8
0,0,444,-9,-1,0,1,0,-3,1,1,21,3
0,0,-6855,-1,0,0,0,0,-26,-1,-1,-20,-4
1,1,11402,14,2,0,4,0,12,-1,-15,32,52
1,1,8638,8,2,0,1,1,-43,1,-13,33,18
1,0,-9287,-3,-2,0,-1,0,-3,1,8,-49,-23
0,1,8847,4,1,1,-1,0,103,2,-1,-17,106
0,0,-10570,-8,-2,0,-3,0,-8,-2,2,-73,19
1,1,-1595,3,0,0,-1,0,2,-2,2,-89,-36
1,1,2445,-2,1,0,1,0,-8,3,-5,-4,29
0,0,-1825,-1,1,0,-1,0,-10,-1,4,13,-12
1,1,18691,15,2,0,7,1,6,-3,-9,177,4
0,1,13900,8,1,0,-1,0,-3,-1,0,15,48
0,0,-10861,-10,-2,0,-1,0,-10,-7,2,-35,-25
0,0,101,-8,0,0,-2,0,3,1,6,-68,-1
1,1,-3395,0,2,0,0,0,2,1,5,-12,-27
1,0,-2240,-5,2,0,-1,0,2,-1,5,-49,-19
1,1,9109,16,0,0,1,0,3,1,-10,50,17
1,0,-2519,-5,-2,0,0,0,15,0,0,-4,-3
0,0,245,-8,-2,0,1,0,0,-2,-5,6,42
1,1,-5866,5,0,1,0,0,-6,2,3,-29,-7
1,1,-6679,-4,0,0,-1,0,1,1,0,-35,5
0,0,-5566,-10,0,0,-4,0,-6,1,12,-66,2
1,1,5560,6,0,1,3,0,2,1,-8,-4,-12
0,1,4482,4,1,0,-2,0,0,-2,7,-54,0
1,0,1220,-5,-1,0,1,0,-9,-2,3,-10,-15
0,1,9286,2,0,0,0,0,3,2,-5,6,12
0,0,-1866,-11,-2,0,0,0,-75,-3,3,12,-12
1,1,-3020,5,1,0,0,0,4,-1,-2,-1,-12
0,0,-17064,-13,-2,0,-3,0,-36,0,6,-64,3
1,0,-1814,-7,0,0,-1,0,-4,-3,0,-6,-28
0,0,-9023,-11,-2,0,-2,0,-7,-3,8,-86,-21
1,0,-11648,-8,-2,0,-1,0,-4,4,2,-38,-36
1,0,-7437,-10,-1,0,-1,0,-200,-1,4,-14,-7
0,0,-7257,-9,0,0,-2,0,-9,-4,6,-23,-37
1,1,10703,7,0,0,-1,0,6,0,0,51,28
0,0,-1986,0,1,0,1,0,-12,-2,-2,-2,-20
0,0,-7093,-7,-1,0,-3,0,-3,1,3,-27,-15
1,1,7466,3,0,0,0,0,-50,1,-1,25,19
1,1,8658,8,0,1,2,0,-3,2,-9,43,28
0,0,-13614,-14,0,-1,-3,0,-138,-5,7,-33,-2
1,1,12918,15,1,1,2,0,-10,-1,-10,57,-12
1,0,2078,4,0,1,-1,0,3,-3,2,-21,48
1,0,7859,4,1,1,-3,0,5,-2,1,14,-8
0,0,1511,9,0,0,0,0,-3,1,0,-40,-35
1,0,6345,-1,0,0,2,0,4,-2,-1,31,0
0,0,-3397,-9,-1,0,-1,0,-9,-2,2,-18,-17
0,0,4534,0,-1,0,0,0,24,0,5,47,-11
0,1,-508,-1,1,0,-1,0,18,-6,5,-27,54
0,0,7756,-5,1,0,-2,0,2,1,6,7,-15
1,1,11960,9,2,0,2,0,-4,1,-1,33,56
1,1,-716,9,1,0,3,0,-4,3,-10,-2,3
0,0,-3241,-10,2,0,-1,0,6,-5,5,-9,4
1,1,18507,20,2,0,1,0,7,1,-2,6,6
1,1,1769,10,2,0,-2,0,-11,-5,6,-30,12
1,1,9028,10,-2,0,2,0,0,5,-7,77,17
0,1,-1634,-3,-1,0,-1,0,12,5,7,-47,-24
1,1,1888,-1,1,0,1,0,-230,0,0,56,-10
1,1,1270,2,2,0,-1,0,-25,3,-3,49,14
1,0,-956,1,-2,-1,0,0,-85,2,-2,18,-36
1,1,-868,4,2,1,0,0,-6,-1,1,0,8
1,0,-981,2,-1,0,-1,0,-9,-2,6,-28,-59
1,0,2148,0,0,0,1,0,4,-3,-5,68,-24
0,0,-1583,-1,1,1,-1,0,-14,4,7,-17,-28
1,1,576,-2,1,0,-1,0,-2,-1,2,2,-33
0,1,13782,13,2,0,0,0,-16,-2,1,45,27
0,1,7952,10,1,1,2,0,3,-1,-3,-12,36
1,0,-9855,-2,-2,0,0,0,5,1,1,-36,-20
0,0,1526,-7,2,0,2,0,-3,-1,-4,80,-6
0,1,15122,6,-1,0,0,0,-3,-7,-9,93,41
1,0,-4629,-5,0,0,-1,0,16,1,4,-54,-24
1,0,-3575,-1,-2,0,-1,0,-7,-3,1,-22,-3
0,0,2285,0,-1,1,-2,0,-3,3,2,29,5
0,0,-13876,-10,0,0,-3,0,-35,-4,3,-62,27
1,1,-1290,11,0,0,-3,0,1,3,-2,-14,2
1,0,5230,1,-2,0,0,0,-158,1,1,-3,10
0,1,-6397,0,-2,0,-2,0,-6,-3,4,-62,-36
1,1,4648,4,0,-1,0,0,3,4,-2,-59,8
1,0,-8343,-11,0,0,-2,0,105,-1,4,-42,13
1,1,2705,5,0,0,2,0,-6,0,-1,-4,13
1,0,1808,-3,-2,-1,-1,0,117,1,1,-60,1
0,0,-7595,-9,0,0,-1,0,3,1,6,-48,-14
1,1,14759,3,-2,0,0,0,-4,-2,3,0,-26
1,0,-10179,-13,-2,0,-3,0,-3,0,5,-85,8
0,1,6171,-2,2,0,0,0,19,1,0,35,-11
0,0,3690,-1,-2,1,1,0,-7,0,2,0,-16
1,1,2906,-3,0,0,-2,0,-7,-9,1,-4,9
1,0,-3897,-5,-2,1,0,0,1,-3,1,-34,9
1,1,3576,2,-2,0,-1,0,-74,-1,-5,10,-11
0,0,-4039,0,-1,1,0,0,-2,-3,3,-15,24
1,1,14402,10,2,0,0,0,21,4,-4,39,36
0,0,-12028,-16,-2,0,-2,0,-12,-6,1,-57,15
1,1,3266,1,2,0,1,0,59,-1,-5,-18,32
1,0,-8579,0,0,1,-1,0,-9,-1,3,12,-13
1,1,-5302,-4,2,0,-1,0,3,-1,-6,6,40
0,0,8974,-3,-1,0,-1,0,-114,-2,4,-30,-13
1,0,-3953,-7,-2,0,-3,0,62,4,-3,-17,-26
1,1,5306,15,2,1,2,0,-30,-3,-3,49,25
0,1,295,1,-2,0,1,0,6,3,1,-9,7
0,1,19832,9,2,-1,-1,0,-15,3,-7,96,5
1,0,13815,15,-2,0,0,0,-3,2,0,12,10
0,0,-1155,-10,0,0,-1,0,-7,-3,4,33,-16
0,1,12391,8,2,0,2,0,37,-1,-3,13,18
1,0,-1780,-6,-1,0,-2,0,-9,7,6,-19,-13
1,1,357,-3,2,0,1,0,-70,-2,-1,58,20
0,0,-5275,1,0,0,1,0,263,0,-5,44,8
0,1,-3663,-7,1,0,0,0,0,0,1,2,11
1,0,697,4,0,0,0,0,6,4,2,15,-27
1,1,-5421,-4,2,0,-3,0,5,0,8,-37,5
0,1,3439,6,0,0,1,0,6,3,-6,5,-22
0,1,4277,4,0,0,0,0,3,4,0,13,17
1,1,-6675,-7,-1,0,-1,0,-41,0,2,-14,13
0,0,-8957,-9,-2,0,-2,0,17,-2,1,-54,-19
