blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,blueTeamXp,blueTeamTotalDamageToChamps,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamHeraldKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamXp,redTeamTotalDamageToChamps,blueWin
3,28,14,1,0,0,0,6,0,310,98,-2,0,3,29,17,1,0,0,0,6,357,85,-1,0,0
5,33,10,0,0,0,0,8,1,348,97,0,-1,2,28,8,2,0,0,0,6,363,111,0,-1,0
5,34,16,0,1,0,0,5,0,324,72,0,1,5,25,8,2,0,0,0,6,365,68,0,0,1
3,25,12,1,0,0,0,11,1,342,58,-1,-1,3,29,10,1,1,0,0,5,393,132,2,1,0
5,23,18,2,0,0,0,3,1,351,90,1,0,0,20,6,0,0,0,0,9,338,77,-2,-1,1
3,43,22,1,0,0,0,6,0,413,82,1,1,2,28,8,0,0,0,0,8,343,72,-1,0,1
4,48,20,1,0,0,0,6,1,359,83,0,2,4,23,9,1,0,0,0,6,331,90,0,0,1
3,24,11,0,0,0,0,7,1,389,86,0,0,3,24,11,1,0,0,0,2,341,84,0,0,1
2,61,14,1,0,0,0,2,0,378,88,1,1,2,94,14,0,0,0,0,11,349,78,0,1,1
4,31,20,1,0,0,0,1,1,366,134,3,1,2,24,6,1,0,0,0,18,330,86,-2,-1,1
2,29,13,2,0,0,0,11,0,337,91,0,0,4,42,22,0,0,0,0,3,347,102,1,1,0
3,25,8,0,0,0,0,7,0,312,69,-3,-2,6,27,17,1,0,0,0,2,388,100,0,1,0
3,19,12,2,1,0,0,5,0,355,104,0,0,4,27,7,0,0,0,0,7,337,92,-1,0,1
2,19,12,0,0,0,0,5,0,372,96,0,-1,3,25,13,1,0,0,0,12,371,62,-1,0,1
6,22,10,1,0,0,0,7,0,351,84,1,0,6,104,14,1,0,0,0,4,351,103,1,0,1
4,24,7,0,0,0,0,11,1,341,106,-1,-2,4,26,16,2,1,0,0,3,377,98,1,0,0
3,28,6,2,0,0,0,6,0,399,98,0,-2,3,87,9,0,0,0,0,2,362,118,0,-1,1
1,29,9,1,1,0,0,4,1,428,77,0,-2,5,30,0,1,0,0,0,0,377,120,0,-4,1
0,131,11,0,0,0,0,4,1,429,84,1,-1,1,19,8,2,1,0,0,3,386,100,0,0,1
6,27,17,1,0,0,0,3,0,376,74,-1,1,4,27,22,1,0,0,0,5,329,74,0,1,1
0,23,14,0,1,0,0,9,0,362,106,0,-1,3,28,11,2,0,0,0,5,360,92,0,-1,1
5,28,8,1,0,0,0,9,1,412,92,1,-1,5,28,10,1,0,0,0,4,369,100,0,-2,0
2,22,5,0,0,0,0,8,0,377,48,-1,-1,4,57,11,2,1,0,0,1,387,156,2,-1,0
3,43,13,0,0,0,0,6,1,355,95,0,0,7,33,18,2,0,0,0,5,411,82,1,1,0
3,26,9,0,0,0,0,4,1,302,92,-1,-2,4,33,12,2,0,0,0,0,364,92,-1,-1,0
2,18,10,1,0,0,0,4,1,380,90,0,-1,4,28,9,0,1,0,0,7,346,86,0,-1,0
3,24,9,1,1,0,0,5,0,371,86,0,0,5,31,12,1,0,0,0,6,364,80,1,-1,0
4,24,12,0,0,0,0,10,0,314,86,-1,0,1,29,15,2,0,0,0,7,377,78,1,1,1
9,72,9,2,0,0,0,6,1,370,104,1,-1,1,22,6,0,0,0,0,8,384,79,0,-1,0
5,200,14,2,0,0,0,4,1,380,114,1,0,2,25,5,0,0,0,0,8,401,58,0,0,1
3,29,23,0,1,0,0,6,1,362,123,3,3,2,22,21,1,0,0,0,6,345,86,0,2,0
1,28,5,0,0,0,0,12,1,287,71,-3,0,3,28,23,2,0,0,0,4,400,103,2,1,0
5,28,12,0,1,0,0,7,1,355,93,0,-1,3,38,9,2,0,0,0,7,336,105,-1,-1,0
3,34,3,1,0,0,0,7,0,343,78,-1,-2,5,42,13,1,0,0,0,1,359,94,1,0,0
2,28,12,1,0,0,0,3,0,378,101,1,0,6,27,9,1,0,0,0,1,343,90,-1,-1,1
5,30,11,1,0,0,0,9,0,312,80,-1,0,4,30,16,1,1,0,0,3,368,95,0,1,1
3,31,14,2,0,0,0,5,1,401,90,1,-1,3,24,12,0,0,0,0,7,371,95,1,0,1
3,32,8,1,0,0,0,7,1,362,86,-1,0,3,26,14,1,0,0,0,5,361,92,1,0,0
4,32,11,2,1,0,0,1,1,393,117,1,0,4,33,5,0,0,0,0,12,356,58,-1,-2,1
5,103,8,1,0,0,0,10,0,359,76,-1,-2,4,30,8,1,0,0,0,6,371,82,-1,-1,0
2,83,12,1,0,0,0,10,1,365,84,0,1,4,31,10,0,0,0,0,7,320,74,-1,-1,1
5,30,13,0,0,0,0,6,0,363,69,0,0,6,33,18,1,0,0,0,6,319,117,1,0,0
5,28,10,0,1,0,0,7,0,383,100,1,-1,8,45,9,1,0,0,0,5,403,88,0,0,0
5,28,4,0,0,0,0,7,1,403,106,0,-1,5,150,11,2,0,0,0,2,428,86,1,-1,0
6,48,20,2,0,0,0,3,1,375,82,1,0,3,28,6,0,0,0,0,8,326,78,-2,0,1
4,25,12,0,0,0,0,11,1,328,84,-1,0,3,28,18,1,0,0,0,5,356,96,1,1,0
7,35,20,2,1,0,0,7,1,396,95,2,2,3,28,14,0,0,0,0,9,360,82,0,0,1
3,27,17,1,1,0,0,7,0,297,77,0,1,3,27,15,0,0,0,0,6,298,87,-2,0,0
2,33,19,1,1,0,0,4,1,332,114,1,1,4,30,6,0,0,0,0,7,310,66,-2,-1,1
2,36,14,1,0,0,0,1,0,398,94,1,0,1,27,8,0,0,0,0,5,357,93,0,-1,0
2,47,13,2,0,0,0,5,0,375,79,0,1,0,29,12,0,0,0,0,6,299,86,-1,-1,1
2,21,8,0,0,0,0,8,0,339,86,0,-1,4,48,19,2,0,0,0,4,369,97,1,0,0
2,31,13,0,0,0,0,12,1,312,50,-1,1,5,20,25,1,0,0,0,6,338,98,1,2,0
2,29,13,2,0,0,0,5,1,380,110,1,0,1,19,1,0,0,0,0,4,334,102,-2,-2,1
4,32,9,0,0,0,0,8,0,347,84,0,-1,3,33,10,1,0,0,0,3,381,83,0,-1,1
1,25,12,0,0,0,0,9,0,334,92,-1,0,4,28,26,2,0,0,0,5,393,92,2,3,0
2,106,22,2,1,0,0,6,0,315,86,1,1,1,33,8,0,0,0,0,3,336,90,-2,0,1
2,26,11,0,0,0,0,4,1,360,130,1,-1,4,30,6,2,1,0,0,7,401,90,0,-2,1
4,47,13,0,0,0,0,9,1,373,66,0,1,2,36,10,2,0,0,0,7,344,82,-1,-1,0
3,168,9,0,0,0,0,11,1,323,78,-2,0,2,24,22,1,0,0,0,7,345,101,1,1,0
3,26,8,0,0,0,0,6,1,421,107,1,-1,6,200,9,1,0,0,0,6,354,92,0,-2,0
2,28,10,0,0,0,0,6,0,377,104,0,-1,4,36,12,2,1,0,0,3,371,100,0,0,1
2,30,14,2,0,0,0,5,1,348,77,0,1,1,52,9,0,0,0,0,7,320,78,-1,2,0
4,33,12,0,0,0,0,7,0,403,124,1,-1,2,16,11,2,0,0,0,7,355,78,0,0,1
4,37,1,1,0,0,0,6,0,338,103,-1,-2,8,28,12,1,1,0,0,6,411,96,1,0,0
2,29,18,2,0,0,0,8,1,328,91,0,1,1,25,15,0,0,0,0,8,349,92,1,0,0
7,37,13,0,0,0,0,4,1,325,87,-1,0,3,25,18,2,0,0,0,8,324,99,0,1,0
7,31,8,1,0,0,0,8,1,362,76,-1,-1,5,26,10,1,0,0,0,4,357,83,0,-1,0
4,33,21,1,0,0,0,9,1,356,89,1,1,5,43,18,0,0,0,0,7,353,89,-1,1,1
3,35,10,1,0,0,0,5,1,339,82,0,-1,3,24,6,0,0,0,0,6,358,85,-1,-1,0
3,24,9,2,0,0,0,13,0,330,91,-1,0,5,31,21,0,0,0,0,6,403,87,2,2,0
6,32,9,0,0,0,0,10,0,331,66,0,0,4,27,20,1,0,0,0,3,357,113,3,1,0
3,24,21,0,1,0,0,5,1,382,118,2,1,1,29,8,0,0,0,0,8,308,68,-1,-1,1
5,29,13,0,0,0,0,8,0,350,104,1,0,5,28,8,2,0,0,0,5,376,72,-1,0,0
4,28,9,0,0,0,0,8,0,347,86,-1,1,4,26,15,1,0,0,0,1,392,98,2,2,0
7,30,18,0,1,0,0,4,1,357,94,0,2,4,25,17,2,0,0,0,8,325,76,-1,0,1
2,25,22,1,1,0,0,7,0,332,72,1,1,2,33,16,0,0,0,0,12,314,107,0,1,1
1,24,24,1,0,0,0,2,0,358,84,2,2,5,28,10,1,0,0,0,6,315,68,-2,0,1
1,25,11,1,0,0,0,7,0,325,80,0,-1,2,28,9,0,0,0,0,5,384,98,0,0,0
0,21,13,0,0,0,0,7,0,313,76,-2,0,4,28,18,1,1,0,0,1,356,96,0,0,0
5,25,13,2,0,0,0,5,0,328,97,0,0,1,22,14,0,0,0,0,6,340,66,-1,1,1
3,25,9,0,0,0,0,9,0,383,82,0,-1,7,29,10,1,0,0,0,7,367,82,-1,-1,0
2,48,11,0,0,0,0,5,1,361,95,0,-1,6,31,10,2,1,0,0,2,357,100,0,-1,0
3,23,9,0,0,0,0,9,0,399,96,0,0,1,28,17,2,0,0,0,8,374,88,1,0,0
1,28,6,0,0,0,0,5,0,403,108,0,-2,4,24,7,2,0,0,0,3,372,100,0,-2,0
4,58,15,0,0,0,0,7,0,372,90,1,0,3,25,13,1,0,0,0,2,389,92,1,1,1
5,51,12,1,0,0,0,2,0,388,100,1,0,1,22,8,1,0,0,0,6,400,78,0,-1,1
2,38,16,0,0,0,0,4,0,372,98,0,1,0,23,11,2,0,0,0,8,346,77,-1,0,1
4,32,14,1,1,0,0,8,0,360,98,1,1,3,27,10,1,0,0,0,9,359,72,1,-1,1
2,26,7,1,0,0,0,10,0,318,76,-1,1,2,26,19,1,0,0,0,4,349,112,2,1,0
2,36,14,0,0,0,0,4,1,352,78,0,0,2,24,13,1,0,0,0,0,381,96,1,1,1
0,43,16,2,0,0,0,8,1,364,116,1,0,5,27,9,0,0,0,0,4,381,88,0,0,0
4,30,18,1,0,0,0,5,1,335,88,0,1,1,44,11,1,0,0,0,6,350,98,0,-1,0
0,26,11,0,0,0,0,5,1,377,80,0,0,6,31,15,2,0,0,0,7,328,99,0,0,1
4,28,8,2,1,0,0,1,0,406,109,1,-1,0,93,3,0,0,0,0,2,386,86,0,-3,1
3,73,5,0,1,0,0,8,1,374,96,0,-1,9,69,16,1,0,0,0,3,376,96,1,1,0
2,36,7,2,0,0,0,11,0,369,100,0,-2,2,27,10,0,0,0,0,2,429,106,1,-2,1
1,29,13,2,0,0,0,8,1,294,93,0,-1,2,33,6,0,0,0,0,9,431,90,0,-1,0
2,29,8,0,1,0,0,5,1,383,89,0,0,3,28,7,2,0,0,0,7,359,102,-1,-1,1
1,25,14,0,0,0,0,11,0,328,61,0,0,3,25,18,2,0,0,0,2,388,110,1,2,0
3,62,11,0,0,0,0,6,1,319,115,0,0,1,59,9,1,0,0,0,3,353,76,0,0,0
2,89,16,0,0,0,0,9,1,305,74,-1,0,4,26,5,2,0,0,0,8,361,70,-1,0,0
2,38,10,1,0,0,0,6,0,303,62,-1,-1,1,31,17,0,0,0,0,6,398,98,1,1,1
5,26,22,2,0,0,0,3,1,328,75,3,1,3,24,7,0,0,0,0,8,352,100,0,2,1
8,169,17,1,0,0,0,5,1,354,84,0,2,1,94,16,1,0,0,0,8,356,88,1,1,1
2,29,19,1,0,0,0,6,0,305,76,0,2,1,28,20,1,0,0,0,2,368,91,1,2,0
2,30,7,1,0,0,0,5,0,355,68,0,-1,3,32,12,0,0,0,0,4,352,84,-1,0,1
3,46,10,0,0,0,0,13,0,314,76,-2,1,1,27,21,1,1,0,0,4,311,106,1,2,0
4,18,12,0,0,0,0,8,1,366,64,0,0,2,26,10,2,0,0,0,5,344,111,0,0,0
1,27,13,1,0,0,0,7,1,367,76,0,0,5,26,13,0,0,0,0,5,359,92,0,0,0
4,24,8,0,1,0,0,6,0,379,77,0,0,5,28,9,2,0,0,0,6,372,90,0,-1,1
5,30,26,2,1,0,0,5,1,314,85,1,2,1,25,13,0,0,0,0,11,326,76,-1,0,1
2,23,17,1,0,0,0,7,1,329,72,0,0,4,28,12,0,0,0,0,4,340,79,-1,1,1
4,30,14,0,0,0,0,8,1,325,88,1,1,2,24,16,2,0,0,0,8,319,95,-1,1,1
3,23,18,0,0,0,0,8,0,354,104,0,0,4,32,14,1,0,0,0,6,324,76,-1,1,0
3,24,8,0,0,0,0,12,0,305,82,-2,1,3,27,24,2,0,0,0,4,342,104,1,1,0
0,24,6,0,0,0,0,10,0,339,78,-1,-1,3,22,15,2,0,0,0,4,350,92,0,0,0
3,140,8,1,0,0,0,10,1,314,97,-1,0,4,24,14,1,1,0,0,2,384,90,0,0,0
3,35,11,0,0,0,0,7,0,319,82,-1,-1,2,139,17,1,0,0,0,4,383,78,1,1,0
4,21,6,0,0,0,0,14,0,280,90,-3,-1,1,48,19,1,0,0,0,3,396,86,1,0,0
5,64,22,1,0,0,0,5,0,405,109,1,2,8,40,10,0,0,0,0,12,317,74,-2,1,1
5,190,5,0,0,0,0,5,1,368,108,-1,-1,5,33,15,2,0,0,0,7,421,102,2,1,0
5,73,12,0,0,0,0,8,1,397,92,0,1,2,42,15,1,0,0,0,3,372,93,1,1,1
2,24,7,0,0,0,0,4,1,386,98,-1,-1,7,32,13,2,0,0,0,2,405,92,1,0,1
3,27,23,1,0,0,0,8,1,370,84,0,1,2,28,9,0,0,0,0,8,347,72,-1,-1,1
2,26,10,0,0,0,0,5,0,365,112,0,-1,6,29,12,1,0,0,0,3,361,88,0,-1,1
6,35,9,0,0,0,0,6,0,375,70,-1,-1,9,30,12,2,0,0,0,7,375,86,0,0,0
1,30,12,0,0,0,0,4,0,404,100,1,0,5,35,18,1,0,0,0,3,385,97,1,1,0
4,31,15,1,0,0,0,9,0,277,104,-1,1,6,34,19,0,0,0,0,7,339,71,0,1,0
3,27,14,1,0,0,0,1,1,360,85,0,-1,2,26,9,0,0,0,0,11,313,71,-2,-1,1
4,95,12,0,0,0,0,9,1,333,106,-2,0,8,44,17,2,0,0,0,5,357,85,-1,2,0
6,28,8,0,0,0,0,5,0,355,89,-1,-1,7,29,12,1,1,0,0,2,408,92,0,-1,0
8,33,12,1,0,0,0,5,1,371,88,0,-1,3,200,9,1,0,0,0,7,393,104,0,-1,1
1,32,6,0,0,0,0,4,0,328,92,-2,0,2,92,11,2,0,0,0,3,333,78,-1,0,0
4,24,17,1,0,0,0,6,1,339,62,0,0,7,32,12,1,0,0,0,12,322,85,0,1,1
3,43,13,1,0,0,0,4,1,393,116,1,1,4,21,10,1,0,0,0,8,363,84,0,-1,0
2,60,16,0,0,0,0,9,0,303,102,0,1,0,200,22,1,0,0,0,7,333,108,2,2,0
1,18,10,0,0,0,0,8,0,325,91,0,-1,1,136,23,2,0,0,0,4,367,76,1,2,0
5,200,14,1,0,0,0,5,1,351,66,0,0,1,99,11,1,0,0,0,4,348,68,-1,0,0
3,27,13,0,0,0,0,4,1,405,130,2,0,3,26,5,1,0,0,0,13,315,62,-2,0,1
5,32,3,1,0,0,0,7,0,348,90,0,-2,7,40,11,1,0,0,0,4,379,94,1,0,1
5,65,16,0,0,0,0,6,1,348,90,0,1,1,65,15,2,0,0,0,6,360,97,1,0,0
3,37,7,1,0,0,0,9,1,338,88,-1,0,6,43,11,1,0,0,0,4,353,76,-1,0,0
4,28,3,1,0,0,0,7,1,366,82,-1,-2,5,23,11,1,1,0,0,2,392,90,1,-2,0
1,23,5,0,0,0,0,8,0,344,76,-1,-1,4,28,17,2,1,0,0,5,314,86,-1,1,0
6,35,14,1,0,0,0,1,1,401,104,2,-1,6,27,4,1,0,0,0,11,329,96,-1,-2,1
2,29,12,1,0,0,0,3,1,395,106,1,-1,7,29,8,1,0,0,0,8,370,90,-1,-1,1
3,26,9,1,0,0,0,3,0,375,89,0,-1,4,96,8,1,0,0,0,5,394,112,1,-1,0
8,36,14,2,1,0,0,9,1,336,90,0,-1,4,30,9,0,0,0,0,7,356,94,0,-1,0
4,32,13,0,0,0,0,12,0,338,87,0,0,5,29,16,2,0,0,0,4,401,111,1,0,0
3,29,7,0,0,0,0,7,1,324,90,-1,-1,3,22,14,2,0,0,0,6,379,114,1,0,0
3,60,13,0,0,0,0,6,1,325,67,0,1,4,33,16,1,1,0,0,7,369,88,0,0,0
6,31,11,0,0,0,0,8,0,365,80,-1,-1,3,24,14,2,0,0,0,9,378,88,0,1,0
4,31,16,1,0,0,0,6,1,391,109,2,2,3,21,6,1,0,0,0,7,369,101,0,-1,1
7,27,25,1,0,0,0,7,1,351,96,1,1,4,41,7,1,0,0,0,12,335,104,-1,-1,1
3,50,13,1,0,0,0,10,0,308,82,-1,-1,2,41,11,0,1,0,0,7,370,105,0,0,0
5,73,10,0,0,0,0,10,0,303,87,-1,-2,7,31,19,2,0,0,0,2,370,68,0,2,0
2,29,5,1,0,0,0,7,0,355,87,-1,-1,3,55,15,1,0,0,0,6,373,81,0,-1,1
3,76,11,0,0,0,0,8,1,362,80,0,-1,3,200,16,2,1,0,0,3,356,120,0,1,0
3,30,14,1,0,0,0,14,0,340,73,-1,1,6,38,19,1,1,0,0,4,329,73,0,2,0
1,33,10,0,0,0,0,9,1,322,102,-1,0,6,104,13,0,0,0,0,5,356,89,0,-1,1
1,28,11,1,0,0,0,5,0,377,90,1,0,4,30,8,0,0,0,0,7,340,92,-1,-1,1
1,45,29,1,0,0,0,6,0,360,94,1,2,2,27,16,0,0,0,0,11,344,58,-2,1,1
6,31,4,1,0,0,0,4,0,411,105,1,-1,4,57,7,1,0,0,0,4,393,100,1,-1,0
3,23,5,0,0,0,0,10,0,402,97,1,-1,6,28,12,2,0,0,0,4,405,73,1,0,0
4,34,5,0,0,0,0,9,1,368,71,-2,-2,9,51,15,1,0,0,0,3,381,88,1,0,0
7,29,13,1,1,0,0,4,1,371,93,0,0,2,50,11,0,0,0,0,8,337,74,-1,-1,0
2,31,9,1,0,0,0,2,1,362,98,0,1,4,28,16,1,0,0,0,5,323,82,0,1,0
3,24,15,1,0,0,0,1,1,400,114,2,0,0,18,3,0,0,0,0,12,344,28,-3,-2,1
1,24,7,1,0,0,0,2,1,350,102,0,-1,5,37,4,1,0,0,0,5,410,93,-1,-2,1
0,61,7,0,0,0,0,9,0,339,80,0,-1,2,67,15,2,0,0,0,7,405,80,2,3,0
3,29,12,0,0,0,0,5,0,348,95,0,0,4,39,15,1,0,0,0,7,332,54,-1,1,0
6,53,11,1,1,0,0,3,0,401,69,0,-1,6,27,10,0,0,0,0,4,332,101,-1,-2,1
1,30,5,0,0,0,0,10,0,349,69,-1,-1,3,25,21,2,1,0,0,6,351,111,2,1,0
2,24,14,0,0,0,0,9,0,334,88,1,2,1,25,17,1,0,0,0,5,318,76,0,0,1
4,42,13,0,0,0,0,2,1,397,83,0,1,7,37,15,1,0,0,0,5,371,90,1,0,1
9,31,17,0,0,0,0,9,1,316,89,0,0,3,42,9,1,0,0,0,5,376,66,-1,0,1
6,92,16,1,0,0,0,9,0,315,69,-2,-1,1,30,16,0,0,0,0,2,362,78,0,1,0
5,28,11,1,0,0,0,3,0,375,82,-1,-1,3,58,9,0,0,0,0,5,353,83,0,-1,1
5,28,9,1,0,0,0,7,1,313,81,-1,-1,5,200,14,1,0,0,0,1,389,74,0,0,1
3,58,15,1,0,0,0,11,0,322,91,-1,1,3,37,23,1,1,0,0,6,381,100,2,1,0
3,36,16,1,0,0,0,5,1,383,71,1,0,3,28,6,0,1,0,0,6,377,84,0,0,1
5,33,14,0,0,0,0,3,1,373,87,0,0,5,27,10,2,0,0,0,5,350,87,0,0,1
5,33,18,0,0,0,0,9,1,394,84,1,1,3,41,14,2,0,0,0,8,343,92,0,-1,1
1,61,7,0,0,0,0,8,0,344,84,-1,-1,6,36,15,2,0,0,0,4,366,128,2,1,0
2,37,6,0,0,0,0,8,1,329,78,-1,-1,4,32,12,2,1,0,0,4,368,102,0,0,0
3,42,13,0,0,0,0,2,1,397,83,1,-1,3,91,11,2,0,0,0,4,348,105,0,-1,1
3,190,13,1,1,0,0,3,0,385,111,1,1,2,24,9,1,0,0,0,5,352,76,-1,-1,1
2,28,11,0,0,0,0,8,0,325,102,0,0,4,147,17,2,0,0,0,5,354,82,1,1,0
4,41,8,2,0,0,0,5,0,391,108,0,-1,9,38,6,0,0,0,0,2,368,90,-1,-1,1
8,34,25,2,0,0,0,7,1,400,96,2,3,3,30,8,0,0,0,0,7,334,82,-1,1,1
5,53,14,0,0,0,0,9,0,349,64,0,1,7,32,18,1,0,0,0,9,341,97,0,1,0
2,24,22,2,0,0,0,0,0,452,99,2,2,1,133,5,0,0,0,0,14,327,84,-2,-1,1
7,71,6,0,0,0,0,3,0,360,68,-1,-2,1,48,9,1,0,0,0,5,386,104,0,-1,1
7,29,17,1,1,0,0,6,0,383,82,1,2,1,35,14,0,0,0,0,11,343,83,0,0,1
4,24,10,1,0,0,0,5,1,312,91,-2,0,1,21,17,1,1,0,0,8,361,72,-1,1,0
5,25,11,0,0,0,0,8,0,351,104,0,-1,2,25,16,1,0,0,0,10,337,104,1,1,1
5,41,16,0,0,0,0,11,1,370,78,0,1,0,42,21,1,0,0,0,7,376,86,2,1,0
2,200,11,0,0,0,0,3,1,363,86,0,0,1,33,14,1,0,0,0,4,370,74,0,0,0
1,35,13,1,1,0,0,8,1,341,99,1,1,3,43,10,1,0,0,0,8,361,84,0,0,1
6,58,10,2,0,0,0,8,1,401,95,1,0,2,34,9,0,1,0,0,4,386,108,1,-1,1
3,33,8,1,0,0,0,6,0,393,71,0,0,5,27,19,1,0,0,0,2,398,92,1,0,0
5,176,9,0,0,0,0,3,1,404,98,1,-2,6,35,7,2,0,0,0,6,403,103,1,0,1
8,33,20,1,1,0,0,5,1,348,88,0,2,0,23,13,1,0,0,0,8,305,60,-1,0,0
2,24,14,0,0,0,0,13,0,330,77,0,0,3,27,24,2,0,0,0,3,403,82,1,1,0
7,62,15,1,0,0,0,11,0,344,82,0,0,6,30,16,1,0,0,0,6,374,78,0,1,0
5,89,12,0,0,0,0,7,1,354,80,0,0,4,92,12,2,0,0,0,2,297,72,-1,-1,1
6,32,10,0,0,0,0,6,0,357,90,0,-1,5,28,9,2,0,0,0,3,401,100,0,-1,0
2,31,8,0,0,0,0,9,1,393,110,0,-1,5,30,11,1,0,0,0,4,351,70,1,0,0
2,34,14,0,1,0,0,5,1,348,79,0,0,5,28,14,1,0,0,0,12,363,76,0,0,0
4,27,17,2,0,0,0,4,1,335,88,0,1,6,20,13,0,0,0,0,3,332,100,-1,0,1
4,24,12,1,1,0,0,4,1,407,98,1,0,3,29,5,1,0,0,0,3,389,91,0,-1,0
3,31,13,2,0,0,0,6,0,387,64,0,0,5,51,14,0,0,0,0,5,375,90,0,-1,1
4,32,7,0,0,0,0,9,0,332,90,0,-1,2,21,17,2,0,0,0,3,362,114,2,1,0
1,23,7,0,0,0,0,8,0,382,88,0,-1,8,33,16,2,0,0,0,8,387,113,1,0,0
1,31,12,2,0,0,0,5,0,410,80,2,0,9,26,11,0,0,0,0,7,383,90,1,-1,1
5,200,28,2,0,0,0,3,1,391,106,3,3,0,25,15,0,0,0,0,14,292,86,-1,1,0
3,70,8,0,0,0,0,4,1,401,96,0,-1,5,32,10,1,0,0,0,5,365,103,1,0,0
3,22,9,0,0,0,0,8,0,347,84,-1,-1,1,27,15,2,1,0,0,1,359,96,1,0,0
3,59,11,0,0,0,0,12,0,358,74,-1,0,4,46,16,2,0,0,0,4,396,92,1,1,0
2,25,14,2,1,0,0,6,1,349,107,0,0,2,101,12,0,0,0,0,1,350,97,0,-1,0
5,27,17,1,0,0,0,5,0,378,99,2,0,1,35,12,1,0,0,0,7,387,100,0,-1,1
5,26,7,1,0,0,0,5,0,386,100,0,-1,3,40,4,1,0,0,0,2,385,68,0,-1,1
4,25,7,0,0,0,0,9,1,368,83,0,-1,6,31,13,1,0,0,0,3,347,64,-1,0,1
4,64,10,0,0,0,0,11,0,357,69,-1,-1,2,28,18,1,1,0,0,6,367,95,1,1,0
2,25,20,1,0,0,0,6,0,336,110,1,2,4,26,17,0,0,0,0,11,311,76,-1,1,1
4,29,17,1,0,0,0,6,0,317,99,0,0,7,26,14,1,0,0,0,5,334,78,-1,0,1
3,24,15,0,0,0,0,4,1,391,87,1,1,2,25,15,1,0,0,0,3,379,88,1,1,0
2,23,13,0,0,0,0,7,0,368,86,0,2,4,28,17,2,0,0,0,9,346,81,0,0,0
3,37,13,0,1,0,0,4,0,398,106,2,-1,5,25,5,2,0,0,0,3,361,119,0,-2,1
1,23,10,0,0,0,0,5,1,401,90,1,-1,1,26,6,0,0,0,0,2,386,74,0,0,1
5,39,10,1,0,0,0,7,1,378,90,0,-1,3,33,13,1,0,0,0,9,368,86,1,-1,0
6,44,10,1,0,0,0,11,0,325,69,-2,0,3,25,19,1,0,0,0,6,374,94,0,1,0
9,43,10,1,0,0,0,5,1,386,73,-1,-1,7,33,7,1,0,0,0,2,355,76,-2,-1,0
6,48,9,0,0,0,0,7,0,362,91,0,-1,4,51,11,1,0,0,0,5,368,92,0,-1,1
1,29,10,0,0,0,0,6,1,337,80,-1,0,8,47,12,1,0,0,0,8,371,78,0,0,0
6,42,9,2,0,0,0,4,1,402,102,1,-1,6,101,8,0,0,0,0,7,392,90,0,-2,1
3,23,9,0,1,0,0,7,0,376,90,0,-1,4,26,13,2,0,0,0,1,372,109,1,-1,1
3,27,11,1,0,0,0,4,1,371,66,0,0,8,29,11,0,0,0,0,8,335,62,0,0,1
5,32,18,1,0,0,0,7,0,337,91,0,2,1,27,17,0,0,0,0,9,321,99,0,2,0
6,30,26,2,1,0,0,7,1,383,100,2,1,2,22,7,0,0,0,0,5,313,87,-2,-1,1
2,24,3,1,0,0,0,6,0,339,84,-2,-2,7,30,17,1,0,0,0,2,372,88,1,1,0
4,29,3,0,1,0,0,4,0,382,101,0,-2,8,32,10,2,0,0,0,5,393,76,0,0,0
3,189,15,1,0,0,0,9,0,366,97,1,0,4,33,18,1,0,0,0,3,322,81,-1,1,1
2,22,14,0,1,0,0,4,1,368,108,1,1,5,29,13,2,0,0,0,0,419,92,0,-1,0
6,35,16,0,0,0,0,11,0,336,87,0,0,1,20,20,2,1,0,0,6,360,92,1,1,0
5,26,18,2,0,0,0,3,0,367,102,1,1,3,49,8,0,0,0,0,9,356,86,-1,-1,1
7,200,19,2,0,0,0,2,0,347,84,0,2,3,19,12,0,0,0,0,11,270,62,-2,-1,1
4,28,9,0,0,0,0,11,1,354,88,0,-2,4,23,17,1,1,0,0,5,371,116,1,0,0
3,23,11,0,0,0,0,13,0,278,109,-2,0,2,200,15,2,1,0,0,5,360,105,1,0,0
4,27,14,1,0,0,0,6,1,325,74,0,0,3,21,16,1,0,0,0,5,340,96,1,2,0
3,31,18,1,0,0,0,3,1,353,109,1,0,2,21,6,0,0,0,0,9,351,84,-1,0,1
0,22,6,0,0,0,0,7,0,377,126,0,-2,4,30,11,2,1,0,0,5,379,90,0,-1,1
5,93,16,2,0,0,0,1,1,377,132,2,1,5,27,12,0,0,0,0,11,345,84,0,-1,1
3,31,13,1,0,0,0,7,0,367,95,0,0,5,28,18,1,0,0,0,2,372,110,1,1,0
2,25,14,1,0,0,0,5,0,361,91,1,1,9,41,14,1,0,0,0,7,393,96,1,1,0
