blueTeamFirstBlood,blueWin,XpDifference,DamageDifference,KillDifference,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,1,1929,5458,6,0,0,-1,0,6,0,2,-33,16
0,0,-5071,-9764,-13,-1,-1,-2,0,21,2,5,-59,-24
0,0,-4404,-9153,-11,0,0,-2,0,-6,-1,6,-18,-38
0,1,-72,6988,0,0,1,2,0,-7,-1,-1,54,-16
1,1,4373,6094,8,-1,0,2,0,20,0,-6,54,-17
1,1,-1209,-3148,-3,2,0,-2,0,11,2,8,37,13
1,0,2428,11123,8,2,0,-1,0,-3,-3,-5,70,4
0,0,-4684,-8547,-10,-1,0,0,0,2,0,5,-22,-40
1,1,2097,8178,9,2,0,-1,0,-9,-1,0,18,12
0,0,-1215,-13795,-9,-2,-1,0,0,-4,-3,3,-17,-33
1,0,-2293,-3685,-10,-2,0,0,0,4,1,-2,23,-31
1,1,3155,10615,6,-1,0,0,0,5,-3,-1,54,-4
1,1,5867,4822,12,1,0,0,0,-1,3,0,1,64
0,0,-3149,-2824,-2,-1,0,-1,0,10,0,5,-32,-38
0,1,-2013,4610,-1,-2,-1,-2,0,4,-1,0,10,-38
0,1,-3046,539,-6,-1,0,0,0,63,8,0,30,-7
1,1,18,1773,4,0,0,-1,0,-6,-1,-3,4,-8
1,1,1477,3709,11,1,0,1,0,0,4,-2,-18,-10
1,0,-5656,-2476,-3,2,0,-2,0,-4,1,11,-34,-21
0,1,863,4288,2,-1,1,0,0,-4,1,1,-13,21
0,1,12,756,1,0,0,0,0,-12,-4,-1,3,8
1,1,4427,2089,6,2,0,0,0,0,4,-4,29,12
0,0,-807,-1163,-2,1,0,-1,0,-3,-1,8,-17,-16
1,1,4042,17203,11,0,0,1,0,127,-2,-1,26,30
1,1,4349,7740,7,2,0,3,0,7,1,-13,61,1
1,0,348,6641,-1,1,0,0,0,-1,3,-6,18,4
1,1,-2645,-3067,-3,-1,0,0,0,-5,-5,1,-10,-19
1,0,-1779,513,-3,-2,0,1,0,1,-1,-4,-20,4
0,0,1364,14194,1,1,0,1,0,-8,-7,4,3,-8
1,0,-3806,-4467,-1,1,-1,-2,0,-1,-3,5,-108,-2
1,0,-3444,-8111,-4,-2,-1,-1,0,-3,3,6,-51,-25
0,0,-5484,-10754,-6,0,0,-2,0,54,-4,7,-64,-23
1,1,-3378,-2985,-4,0,0,0,0,6,5,-2,-28,-28
0,1,5384,2455,9,1,1,-1,0,64,0,-6,-10,32
0,1,-1177,3842,-6,1,0,0,0,-4,0,2,43,4
0,1,-73,11822,-5,-2,0,1,0,72,-5,3,20,4
1,1,2831,9386,6,2,0,-1,0,-2,2,3,44,20
0,0,2445,19250,8,2,0,1,0,4,3,-3,23,8
1,1,-830,-5430,5,2,-1,-1,0,-18,-3,0,-36,-44
1,0,1327,-1764,-2,-1,1,-1,0,-1,2,-3,0,19
1,1,4283,7175,10,2,0,2,0,-12,-2,-12,56,8
0,0,-4101,-9442,-8,-1,0,-1,0,-5,-5,4,-22,-12
1,1,-1387,-4520,2,1,0,0,0,1,-2,3,-9,-21
1,0,1134,2362,5,-2,0,0,0,-7,1,-1,-3,-3
1,0,-969,-9101,0,0,0,-2,0,15,5,4,-47,-25
0,1,2878,4969,10,1,0,0,0,-329,3,-1,10,1
1,0,2455,1080,4,2,0,-1,0,-16,-7,-5,3,17
1,0,566,-6055,-4,-2,1,-1,0,-24,-2,4,35,7
0,0,-2428,-12669,-8,-2,0,0,0,-4,2,-4,-25,-4
0,0,-1650,-4114,-2,-1,0,1,0,12,5,0,-49,-26
1,1,10,-1858,3,0,0,1,0,10,1,8,2,-5
0,0,-8423,290,-10,0,0,0,0,-7,0,7,-7,-103
1,0,-569,8799,3,2,0,1,0,-32,-3,7,28,17
1,1,-1825,-11135,-3,-1,0,-3,0,-4,-1,6,-19,12
0,0,1565,-3205,-1,-2,0,0,0,51,1,3,2,-36
0,0,-1457,2697,-8,-1,0,-1,0,2,-4,7,6,19
1,0,-379,5173,1,-1,0,3,0,-64,5,-8,77,-9
1,0,2128,-2621,3,-1,0,0,0,8,-3,2,-10,12
0,0,-246,-1995,2,-1,0,1,0,10,6,3,-20,-18
1,1,2484,286,9,2,0,1,0,3,4,0,12,-4
1,0,1683,1981,4,-1,0,1,0,-9,-6,4,16,43
0,0,-1657,-6710,-5,-2,0,-1,0,7,1,4,5,-12
0,1,-1470,-1753,-7,-1,0,-1,0,-4,2,5,2,1
0,0,-2713,-2339,-6,0,1,0,0,0,-1,-5,-8,-20
1,1,69,2189,3,2,-1,-1,0,1,-3,5,-33,-12
0,1,-927,9111,4,-2,0,-1,0,-8,2,-1,-6,-36
1,0,-56,2181,0,-1,0,2,0,40,0,2,-21,27
0,1,6492,11190,9,1,1,1,0,-9,3,1,41,44
1,0,-1777,-9285,-6,0,0,-3,0,0,-7,4,-60,14
1,0,-7979,-9669,-12,-2,-1,-2,0,-5,-1,4,-120,-6
0,0,641,4257,7,-1,0,1,0,10,0,2,7,7
0,0,-2307,-17680,-6,-2,0,0,0,-7,-4,5,-28,-20
0,0,-1211,2929,-1,-2,0,1,0,-68,-2,-3,-12,13
0,0,-1511,-5155,-2,-1,0,-1,0,12,0,-2,34,6
0,1,404,3543,2,-1,0,0,0,9,1,-1,25,3
0,0,-1555,843,-3,2,0,-1,0,-31,-2,2,-22,-3
0,1,9182,14589,20,1,0,4,0,150,0,-10,103,-7
0,1,3103,2701,9,0,0,0,0,-1,-3,-4,25,-4
0,0,-1941,-1042,-1,1,1,0,0,1,-1,1,-13,-31
0,0,-5140,-13029,-9,0,0,-1,0,2,-3,5,-46,2
1,1,6623,14583,11,0,0,-1,0,-7,0,-4,38,59
1,0,-3851,-7696,-7,1,0,-1,0,11,4,7,-93,-13
0,0,-1401,3273,-7,0,0,0,0,0,-2,-2,12,-20
0,1,1175,9043,5,2,0,-1,0,-3,-3,1,-37,-12
1,1,3408,8247,6,-2,0,2,0,-77,-1,2,6,29
0,0,-178,0,-1,-1,0,0,0,-1,0,0,9,4
0,0,-2353,-13364,-5,0,0,1,0,-5,-2,2,-33,17
0,0,-895,-7172,-6,-1,-1,0,0,-18,2,2,-38,19
0,0,-2126,-783,-1,1,0,0,0,-1,-1,8,-20,4
1,1,4148,4341,1,2,1,0,0,88,-4,-2,16,29
0,0,-1090,-885,-1,2,0,-2,0,-6,0,9,-90,14
1,0,-1828,-8431,-2,1,-1,-2,0,-13,-1,-7,6,-14
1,1,1932,-384,4,1,1,1,0,-5,2,1,25,19
0,0,1514,834,9,0,0,-2,0,-7,0,6,-30,11
0,1,740,13104,-2,0,0,2,0,3,1,-6,73,5
0,0,-384,-11326,-7,1,0,0,0,0,1,3,9,35
0,0,2287,11823,6,0,0,0,0,-2,4,-5,32,21
0,1,395,-11432,2,-2,0,1,0,-5,-4,0,4,-32
0,0,-2833,-5328,-5,-2,0,1,0,-4,-7,-2,-29,-32
0,1,449,5566,0,-1,0,0,0,1,-1,5,24,11
1,1,1101,11248,8,0,1,3,0,2,5,1,-21,-15
1,1,4580,9983,10,0,0,1,0,104,5,0,43,-9
1,1,3964,3483,10,-1,0,1,0,-16,-2,-7,5,-8
1,1,-97,-3271,-2,0,0,0,0,0,1,1,-24,-13
1,1,-1307,-1072,-2,1,0,0,0,-1,-1,3,-38,-3
0,0,-2502,-9647,-11,-2,0,-3,0,-53,-4,9,-11,1
1,1,2367,4809,1,2,0,-3,0,-4,-4,-2,88,20
0,0,-7706,-14140,-22,-1,0,-3,0,3,0,8,-44,-16
1,1,-1300,2558,-3,-2,0,0,0,0,-1,-6,33,-16
1,0,-897,7531,0,-2,0,0,0,6,1,5,15,-26
0,0,-735,6195,-4,-1,0,0,0,-108,1,2,-17,13
0,0,-3595,-3505,-11,-2,0,0,0,2,-3,7,-23,-9
1,0,2267,-1134,3,2,0,-1,0,-16,-6,-2,25,23
0,0,796,2228,1,-2,0,0,0,-3,-3,5,-87,13
1,1,-1411,2080,-4,1,0,0,0,2,0,3,-6,-19
0,1,1203,8443,6,0,0,1,0,-67,0,-4,55,-8
0,0,-913,-6394,1,-1,0,-1,0,10,5,2,-8,-16
1,0,613,-2992,0,0,-1,0,0,12,5,3,-19,18
1,1,-1408,412,-2,1,0,0,0,13,4,-4,12,-12
0,0,-2783,-9784,-8,0,0,-2,0,-13,-1,7,-29,-18
0,1,5366,1616,9,2,0,0,0,10,2,0,58,31
0,0,-2421,-200,-6,-1,0,0,0,17,-2,3,30,-7
1,1,2351,-2501,-1,-2,0,-1,0,12,-5,4,41,44
0,0,-3469,-10219,-6,-2,0,-2,0,5,1,4,-41,-32
1,0,-1600,-7106,-5,0,-1,-1,0,-9,-2,-1,5,-4
1,1,1980,421,2,-2,0,1,0,-3,1,-5,66,12
0,1,2537,1239,8,2,1,1,0,-7,3,6,-38,-5
1,0,3728,4474,4,-1,0,1,0,-6,1,-4,46,-9
1,1,3026,2553,4,2,1,0,0,-6,-5,-2,-48,4
1,1,319,3317,4,-2,0,0,0,5,0,-1,23,-42
0,0,2862,5091,3,-2,0,1,0,1,4,-1,1,9
1,0,-2913,-241,-6,-1,0,0,0,-9,-1,-1,-20,-12
1,0,-1151,3265,4,0,1,-2,0,-8,1,8,-39,-28
1,0,-18,-2995,-4,-1,1,1,0,-30,0,5,-23,-5
1,0,-2826,-1759,-5,-2,0,-2,0,0,3,3,-46,-21
1,0,-2497,3173,-6,-2,0,0,0,-22,2,-1,32,-4
0,0,-2797,-7980,-9,-2,0,-1,0,-14,-1,7,-14,-18
0,0,-5082,-7288,-16,-2,0,-2,0,-6,-4,8,-52,-28
0,1,-5021,-3207,-5,1,-1,-2,0,10,3,-2,-64,-19
0,0,-4255,-6713,-12,2,0,-2,0,-8,-2,-1,-29,0
1,1,1817,-1386,6,0,1,-2,0,6,2,5,-12,2
1,1,1942,1129,6,2,0,-1,0,18,4,2,35,-12
1,1,720,5613,6,0,0,-1,0,8,4,3,-22,6
1,0,-1447,-1054,-6,2,-1,0,0,198,3,0,37,-24
1,1,-1975,-1474,-5,-2,0,-1,0,-60,-5,1,-49,32
1,1,5497,10082,15,2,0,1,0,25,3,0,41,27
0,1,75,-3579,-2,-2,-1,-1,0,-7,1,0,11,-34
1,1,-980,-2189,-3,0,0,-1,0,-60,-4,3,-3,28
1,0,419,-169,0,-1,0,-1,0,0,-2,1,24,1
0,0,1297,-4862,3,2,1,-1,0,-8,-1,-2,-17,36
1,1,5643,21253,11,0,0,1,0,-76,5,-8,75,12
0,1,1892,4106,3,-1,-1,1,0,-1,1,-2,20,-44
1,1,5590,6650,6,2,1,0,0,-11,8,-1,65,48
1,1,-1036,-791,-4,-1,0,-3,0,2,3,3,-6,0
0,0,1760,6968,-5,-2,0,0,0,4,-4,0,75,37
0,0,-4459,-18190,-17,-2,0,-1,0,-1,0,8,-16,-35
0,1,-295,12703,-6,-2,0,2,0,-8,-3,-4,60,9
1,0,895,12287,10,-2,0,2,0,184,-6,-8,-36,-15
0,1,-1646,-5791,-6,1,0,-1,0,4,1,0,-22,13
0,1,5203,12063,5,2,0,-1,0,83,1,-8,49,6
1,0,-1939,-8931,-4,0,0,-1,0,-2,2,6,16,-11
1,1,435,1619,-3,0,1,1,0,504,0,-9,14,28
1,1,2357,1002,8,2,0,0,0,5,5,5,-24,18
1,1,-522,1946,4,-2,0,0,0,21,2,3,-8,23
0,0,-1926,303,-5,-2,0,-1,0,-318,3,6,-15,21
0,0,-190,3280,0,1,0,-2,0,3,3,3,-22,-8
1,0,-565,11142,3,-2,0,-1,0,-9,-2,4,-42,1
0,1,500,3918,4,-1,1,3,0,6,5,-15,27,-18
0,0,-812,-3336,-5,-2,0,-1,0,-4,1,-2,1,-10
1,1,6559,14460,7,2,1,0,0,1,4,-4,111,4
0,0,-2907,-1248,-2,-1,0,1,0,-111,1,-4,-1,-36
0,0,-1065,-3723,-3,-2,0,0,0,-3,4,5,-27,12
0,1,3285,11921,13,2,1,2,0,-5,1,-11,44,-32
1,1,1973,7535,3,0,1,0,0,4,2,-4,33,2
0,0,-4110,-11145,-7,-2,0,-1,0,-69,-3,7,-20,-4
1,1,-474,-12801,-2,2,-1,-2,0,14,0,-1,-3,21
1,0,-855,4374,-3,-2,0,-1,0,-4,-4,-1,34,5
1,1,3506,7804,7,-1,0,1,0,-4,-2,-3,68,-20
1,0,748,9224,-1,0,0,0,0,-13,6,-2,45,-16
0,0,-1734,441,-7,-2,0,0,0,-13,2,1,9,17
1,1,989,101,3,1,0,0,0,-112,1,3,10,22
1,0,-517,-6612,3,-1,0,-1,0,-7,-6,7,-42,-11
1,0,-8363,-18221,-17,-2,-1,-3,0,-12,-3,7,-87,-35
0,0,418,2787,0,0,0,0,0,-36,3,0,3,-10
1,1,5814,15282,10,2,0,4,0,5,0,-4,116,56
1,1,3997,9646,7,-2,0,0,0,-232,3,-1,66,48
0,1,-298,4664,0,-1,0,-2,0,7,-1,-3,-51,0
1,1,601,12198,10,1,0,0,0,5,4,2,-16,-26
1,1,1239,11349,6,0,0,1,0,3,3,-5,2,30
0,0,-4915,-7626,-12,-2,0,-2,0,-18,-4,2,-41,8
0,0,-12,2225,-1,-1,0,0,0,5,-5,3,-9,-26
0,1,2439,7991,6,1,0,2,0,52,-1,-2,39,-12
1,1,3090,12482,10,0,0,-2,0,-117,0,5,-15,-5
0,0,-5936,-4220,-16,0,0,-2,0,6,-3,6,-36,-23
1,0,-2903,-1772,-3,1,-1,1,0,-61,0,2,-12,-12
0,1,-1606,4226,-3,2,0,1,0,-1,-3,-4,-22,21
0,1,723,3730,6,2,0,2,0,7,4,-2,41,4
1,0,-2609,1956,3,-2,0,0,0,-1,4,2,-71,29
1,1,-484,21748,12,0,0,2,0,4,-3,-6,-7,-11
0,0,-4212,-18660,-9,-1,-1,-2,0,-3,0,4,-48,-12
1,1,4181,6024,10,1,0,3,0,6,2,-14,69,0
0,1,243,-8531,2,-2,1,0,0,1,0,2,-24,-3
0,0,3434,8062,2,1,0,3,0,-23,-4,-8,31,30
1,1,-1567,7061,0,1,0,1,0,-5,2,-1,-10,15
1,0,2841,-4745,0,-1,0,0,0,1,2,3,31,29
0,0,-2903,-13436,-10,-1,-1,2,0,-1,3,0,6,-26
0,1,-2091,-5131,-1,-1,0,0,0,10,1,1,-19,-27
1,0,-4279,-4721,-3,-2,0,-2,0,-17,3,5,-55,-32
0,1,2409,8687,4,2,1,-2,0,-4,1,1,-19,25
1,1,277,-9100,-7,-2,0,-1,0,8,4,-1,-8,10
0,0,2424,1921,0,1,0,-2,0,5,5,-1,65,-10
1,1,4136,12253,10,2,0,1,0,126,3,-4,79,6
0,0,-6250,-3950,-18,-1,0,-2,0,-1,1,6,-68,1
0,1,4217,-5317,2,0,-1,1,0,-15,-3,0,75,16
0,0,-1925,2265,-4,0,0,-1,0,2,1,3,11,1
1,1,2870,12587,9,-1,0,-1,0,8,1,-2,25,21
1,0,676,-4644,-1,0,0,-1,0,-2,-2,4,-6,25
0,1,1259,-815,3,-2,1,-2,0,19,0,0,4,-4
0,1,6502,15763,12,1,0,2,0,2,-1,1,34,16
1,0,-4768,-10337,-3,-2,0,-4,0,10,6,6,-63,0
1,0,3225,-3421,5,-2,0,0,0,8,-1,-3,64,13
1,0,-3818,-1580,-11,1,0,-1,0,-29,-4,0,-62,-16
1,1,-46,-1678,2,-1,1,-1,0,-8,4,0,16,1
0,0,-4421,-5355,-8,0,0,0,0,7,-6,3,10,-36
0,0,-5093,-13708,-9,-2,-1,-2,0,-1,0,6,-87,-17
1,0,-4579,-1189,-10,-2,0,0,0,-1,2,3,-43,-21
0,0,-7240,-8833,-13,-2,-1,-3,0,-1,-2,7,-67,1
0,0,-5080,-11099,-19,-2,-1,-1,0,-8,-5,6,-32,5
0,0,909,-633,5,0,0,-1,0,-12,3,-1,36,-17
0,0,-968,-5161,-3,1,0,-1,0,5,-3,6,-47,-20
1,0,-3190,-5032,-6,0,1,0,0,-1,-1,1,-46,-6
0,1,2490,67,5,0,0,2,0,4,1,-4,17,7
1,1,7000,10017,11,0,0,0,0,8,-1,0,113,8
0,0,-5169,-4674,-11,-2,0,-2,0,-4,-4,2,-11,-13
0,1,1367,8497,7,-1,0,1,0,-3,-1,1,34,-4
0,1,1265,9672,6,2,0,0,0,-73,-3,2,8,-4
1,0,-3070,-900,1,0,-1,-3,0,3,-2,3,-39,-41
1,1,3175,5220,3,0,0,1,0,-129,-5,1,2,27
0,1,836,1066,4,0,1,-1,0,4,3,-3,-22,-19
1,0,-1719,-3272,1,0,-1,0,0,1,-2,2,-59,-8
1,0,1556,-464,2,-2,0,-2,0,10,7,5,-18,8
1,0,-1079,29,4,1,-1,-1,0,20,0,2,-102,22
0,0,-6263,-15985,-12,0,0,-2,0,96,-1,6,-72,-20
0,1,3749,13868,11,1,1,3,0,-36,-2,-7,27,-3
0,0,-10550,-16881,-16,-2,0,-6,0,3,-1,8,-125,-59
0,0,-1430,-5143,-3,-1,-1,-1,0,-114,-3,3,-5,-41
0,1,1054,13748,8,-1,0,0,0,-9,-3,-4,-32,-6
1,1,85,2806,8,-1,0,0,0,-17,-1,1,-25,-10
1,1,1680,-1425,6,1,-1,0,0,38,2,-1,4,33
1,0,-2220,-12762,-7,0,0,-1,0,-68,-1,2,-13,9
0,1,-965,3477,-6,1,0,-1,0,7,1,1,-18,24
1,0,-1673,-3486,-6,-1,-1,0,0,-1,3,0,12,-11
1,0,-4642,-6700,-9,-1,0,-1,0,1,-1,6,-49,-5
1,0,-361,-4255,1,0,0,1,0,-13,0,-2,-27,16
1,0,-2529,-8906,-1,-1,-1,-2,0,39,3,2,-50,-20
1,0,-3899,-7931,-4,-2,-1,-1,0,5,-4,4,-71,-40
0,0,-6291,-18448,-18,-2,0,-4,0,-17,1,10,-83,7
0,0,-8021,-12156,-11,-2,0,-3,0,-4,-2,8,-101,-56
1,1,-357,8228,5,-2,-1,-1,0,-11,-5,4,-12,-8
1,1,5147,12557,14,2,0,0,0,-6,2,-8,57,-11
1,0,-1251,7144,-1,0,-1,-3,0,13,-2,0,-8,1
0,1,2665,11264,6,0,0,1,0,-2,-2,-1,80,59
1,1,3601,-96,2,2,0,1,0,-1,2,-2,25,32
1,1,4805,-2382,11,2,0,0,0,203,3,0,74,17
0,0,-410,-2302,1,-1,0,0,0,0,-3,-1,-4,-15
0,0,-6051,-8387,-9,-2,0,-4,0,4,-1,5,-74,-24
0,0,279,-11637,-6,-2,0,-3,0,-1,-1,5,20,21
1,0,-1072,-2010,2,0,0,-1,0,3,2,3,-18,-21
1,1,-2565,5316,2,1,0,-1,0,-123,-4,4,-88,-9
1,1,-1518,6207,-1,-2,0,0,0,-2,-1,0,-7,-20
0,0,-7348,-11540,-20,0,0,-2,0,-81,-7,3,-55,-27
1,0,-2379,-6641,-5,-2,0,0,0,-3,-2,3,-30,-4
1,0,174,139,4,0,0,0,0,-17,4,2,-21,-32
1,1,533,5057,4,2,1,0,0,2,0,-3,-1,9
0,0,-2769,3569,-4,-2,0,0,0,-1,-3,0,3,-39
0,0,370,-1607,-5,-2,0,-1,0,5,-1,2,65,6
0,0,-471,-2483,1,2,0,0,0,9,-4,2,2,-42
0,0,-70,-10516,-8,-1,-1,-2,0,3,-2,7,-34,8
1,1,4927,7173,13,2,0,-2,0,1,-2,-5,81,4
0,1,-1365,7478,0,-1,0,-1,0,4,0,6,-14,13
1,1,5588,12211,12,1,0,0,0,0,2,-5,110,52
1,1,-36,969,6,1,0,1,0,-4,5,-1,-26,17
0,1,5366,8269,5,0,0,0,0,8,2,-10,43,60
1,0,2461,-1807,4,-1,0,-1,0,4,2,-2,18,-16
0,0,-1517,-1003,-2,-1,0,-1,0,-4,1,1,-26,-22
0,1,4521,11190,11,2,1,0,0,3,0,-3,49,-4
1,0,-1412,-12445,-5,-1,1,0,0,-17,-4,-7,-5,13
1,1,3804,1320,5,1,0,1,0,-13,0,-1,48,21
0,1,-3178,-6471,-11,-2,0,-1,0,-3,-7,3,2,7
0,0,-4844,-11951,-7,-1,0,-1,0,10,-2,4,-48,-27
1,0,2324,3638,6,-1,-1,-2,0,-196,-3,6,24,3
1,0,-1225,-3829,-4,-2,0,0,0,175,1,5,-19,-33
1,1,478,12109,4,2,0,0,0,-13,2,1,-22,-13
0,0,-7541,-19497,-15,-2,-1,-2,0,-14,-4,5,-86,-48
1,0,1906,5891,6,0,0,0,0,-1,0,2,-32,-14
1,0,-5907,-9595,-14,-1,-1,-3,0,-4,-1,9,-71,-33
0,0,4422,13506,1,1,1,0,0,-10,-1,-8,86,52
1,0,-927,2582,1,0,0,-1,0,5,1,-1,-50,-21
0,0,-5907,-11161,-11,2,0,-4,0,5,-1,7,-89,-8
1,1,4842,11207,4,0,0,2,0,9,2,-10,76,32
0,0,-3955,-5876,-5,-2,0,-1,0,2,5,2,-19,6
0,0,-6907,-10511,-10,-2,0,-3,0,1,3,7,-66,-56
0,0,-251,-9407,-12,-1,0,-2,0,-1,-2,7,89,-12
1,1,6022,8568,14,1,1,2,0,-4,1,-6,58,5
0,0,-3306,1881,2,-1,0,-2,0,-5,4,3,-24,-19
0,0,-3291,-2637,-10,-2,0,-1,0,-231,-4,7,-28,-28
0,0,-7192,-7661,-17,0,0,-3,0,19,-2,5,-65,22
0,0,-528,-2371,2,2,1,-1,0,-1,-1,7,-1,-33
1,0,-2849,-6724,-6,-2,1,-2,0,-5,2,1,-52,-28
1,0,2091,728,5,-1,0,2,0,-2,1,-1,32,-21
0,0,-7270,-19882,-19,-1,-1,-3,0,-5,-6,4,-78,-28
0,0,-3074,-2152,-6,2,0,-3,0,-70,2,10,-94,-3
0,1,1509,838,1,1,0,1,0,-8,1,-7,53,-19
1,0,-1524,3664,-2,-2,1,1,0,-7,-1,-1,39,-26
1,0,-742,-416,1,-1,0,-1,0,-6,-3,5,-39,3
1,0,-783,-7402,3,2,-1,1,0,-15,-2,0,-23,-43
0,0,-3885,-14975,-16,-2,0,0,0,15,-1,3,10,12
0,0,837,-8894,-11,0,0,-1,0,-57,-3,2,-21,52
1,1,-1494,12567,7,0,0,-1,0,-237,2,-2,-19,-65
0,0,-4858,-8057,-6,1,0,-3,0,-1,-1,3,-40,-20
0,0,-3068,-7671,-12,-2,0,-3,0,29,-3,7,-7,2
1,1,104,-8079,-2,-1,1,-1,0,4,-2,2,-17,3
0,0,-1280,-3726,-5,1,-1,-2,0,8,0,3,-8,-4
1,1,5282,2914,8,-1,0,2,0,9,4,-3,7,47
0,0,-400,9802,-1,1,1,1,0,7,-3,4,-3,-19
0,1,123,-6286,2,-1,-1,1,0,-10,-1,3,20,-12
1,0,-3661,-4126,-4,0,-1,0,0,-5,2,0,37,-46
1,1,-590,-1890,-1,0,0,-2,0,-13,3,3,23,-19
0,0,-4164,-575,-12,-1,-1,-3,0,0,-3,2,6,-116
0,1,1790,10468,5,1,-1,0,0,15,-3,4,28,5
1,1,1290,8243,4,-2,0,-1,0,-23,-2,2,-30,17
1,1,5453,1315,13,1,0,0,0,-1,4,0,35,-40
0,1,2774,8628,4,0,0,1,0,-1,-2,-1,52,-9
1,1,3493,-2119,4,2,0,-2,0,15,-2,-8,28,-14
0,0,1374,4151,0,0,0,-1,0,32,4,3,-12,-6
1,0,-6377,-16261,-9,2,0,-1,0,-11,3,8,-58,-24
0,0,-3495,-10504,-9,1,0,0,0,10,0,3,-32,-24
1,0,-4281,-5172,-10,0,0,-2,0,-5,-5,2,-27,-3
1,1,1219,-2530,8,1,1,-2,0,5,6,2,-20,-8
1,0,2518,-3417,-6,1,0,0,0,4,-5,-4,47,4
0,0,-798,114,-3,0,0,-1,0,15,4,2,-19,-35
0,1,-91,6287,-2,2,0,-1,0,13,3,-1,9,-34
1,1,-264,1801,4,1,0,1,0,-2,-2,4,3,-4
1,1,5060,11468,11,1,0,-1,0,0,1,-7,58,61
1,1,2681,5240,10,0,-1,1,0,27,6,-1,44,-4
0,0,-1790,3141,4,0,0,0,0,2,0,0,-71,-8
1,1,-422,1110,-4,-1,0,-2,0,-17,0,4,-6,7
0,0,-25,-24,-1,-2,1,0,0,-1,2,1,-5,42
0,0,167,-944,3,-1,0,0,0,-5,-3,2,-15,4
1,1,3665,12726,15,-2,1,1,0,6,-5,-6,14,-4
0,0,-1362,-4105,-8,0,0,-1,0,-3,1,6,-23,4
0,0,-2635,-5056,-3,-1,0,-4,0,-133,1,5,-20,-56
1,1,4830,9087,12,1,1,1,0,-9,3,-2,47,12
0,1,-476,3324,-5,0,0,-1,0,-7,-3,1,23,-6
0,0,-1021,-5479,-4,-2,0,-1,0,-130,1,-1,-20,-18
1,0,879,2435,-2,0,0,0,0,2,6,-3,57,14
1,1,4389,7593,14,2,0,3,0,-2,1,-9,23,0
0,0,-3320,-11512,-13,-2,0,-1,0,100,1,4,-73,4
0,1,121,-1702,1,2,0,-1,0,336,2,-1,35,-10
1,1,900,2350,2,0,0,-1,0,23,6,0,-9,2
0,0,-6047,-9311,-8,-2,0,-3,0,-3,-3,8,-89,-20
1,0,-3845,-7627,-10,-2,0,-3,0,-42,2,9,-66,-22
1,1,6111,12825,9,2,0,3,0,5,0,-15,30,50
1,1,1413,-2006,2,-2,0,0,0,116,-3,1,-7,4
0,1,1946,6055,10,2,0,0,0,-7,2,-6,7,1
0,0,-654,-1643,-1,-1,0,-1,0,-5,-4,4,-18,-11
0,0,-2891,-6054,-11,-2,0,-1,0,-8,-3,5,-3,2
1,1,3600,6278,12,-1,1,1,0,-38,0,0,39,-17
0,0,-3914,-10968,-10,-2,0,-1,0,-6,0,-1,-37,5
0,0,-5486,-15337,-13,-1,0,0,0,31,-5,4,-82,-13
0,1,1244,1012,1,-2,-1,0,0,4,1,-3,60,-24
1,1,221,-1967,-7,-2,0,0,0,11,-2,-3,-10,12
1,1,2271,2770,7,2,1,0,0,-4,0,1,-38,14
1,1,-1541,87,-4,1,0,-1,0,11,-4,1,-47,-13
1,1,-529,-1091,-7,2,0,2,0,-1,-3,-6,-3,20
1,1,6987,20010,13,1,1,4,0,3,5,-10,107,54
0,0,-3865,2351,-3,-1,0,0,0,9,3,4,-23,8
1,0,261,12696,6,-2,0,-1,0,-7,2,0,17,-37
1,1,677,2582,5,0,0,1,0,67,4,-2,-56,-7
0,0,-5560,-6647,-11,-1,0,-1,0,-8,-4,7,-51,-62
1,0,978,6505,1,-1,0,1,0,4,-3,-8,62,-27
0,1,3281,4480,8,0,1,1,0,38,-5,5,34,1
1,1,1513,611,12,0,0,1,0,-6,0,-8,-10,-7
0,1,-1222,3333,-8,-1,0,-1,0,-13,4,-5,57,3
0,0,-9191,-19751,-22,-1,0,-6,0,19,4,9,-127,-42
1,1,1807,9247,7,0,0,0,0,27,-1,-3,60,-16
0,0,-2233,-2172,-9,-1,0,0,0,4,-2,1,2,-16
0,1,208,-2252,0,2,-1,0,0,-74,-6,8,-18,12
0,1,4093,2013,12,-2,0,1,0,3,-1,-2,-3,7
0,1,-1113,153,0,1,0,0,0,10,2,-3,28,5
0,1,-166,-1899,0,0,0,0,0,-35,0,-10,-18,-5
1,1,416,3744,0,-1,0,1,0,36,-1,-4,11,25
0,1,-2042,-324,2,2,0,-2,0,-2,-3,7,-24,3
0,0,-3764,-5558,-9,-1,0,0,0,-11,0,3,-12,7
0,0,-2021,-2946,-1,-2,0,-1,0,-14,0,1,-39,-18
0,0,1541,4637,6,2,0,-1,0,7,3,2,25,3
0,1,289,10400,3,2,0,2,0,0,0,-5,-19,29
0,1,1515,1311,5,1,0,0,0,-29,-3,4,-9,-25
0,1,-102,9511,-1,2,0,-1,0,1,-3,4,15,-12
1,0,1015,8481,3,2,0,1,0,-64,3,-2,-14,4
