blueTeamFirstBlood,blueWin,DragonKillDifference,HeraldKillDifference,TowerDifference,InhibitorDifference,WardDifference,ControlWardDifference,TurretPlatesDifference,MinionsDifference,JungleMinionsDifference
1,0,2,0,0,0,5,4,-3,20,-15
0,1,2,0,0,0,-1,4,2,32,-24
1,0,0,0,0,0,41,0,5,-38,-28
1,1,0,1,1,0,14,4,-8,33,-8
0,1,2,0,0,0,-17,2,2,10,7
1,0,-1,-1,-2,0,-7,-1,9,-59,-17
1,1,0,-1,-4,0,-1,3,-5,36,-24
1,1,2,0,-1,0,24,-1,-8,81,-16
1,0,-2,0,1,0,-339,2,-5,24,7
0,1,-2,0,-2,0,4,1,4,-29,-18
1,1,0,1,-1,0,6,6,-4,60,36
1,1,-2,0,1,0,-1,4,-1,-26,4
1,1,-1,0,1,0,-4,1,-3,6,-16
0,1,2,1,-2,0,-43,3,1,-82,64
1,0,-1,0,1,0,1,1,-2,48,10
0,0,-2,0,0,0,32,-1,-3,13,-23
0,0,-1,-1,-3,0,-28,0,1,-47,-5
1,1,2,0,-1,0,14,-2,0,-49,0
1,0,0,0,1,0,0,1,2,-12,-10
1,0,0,0,1,0,26,4,-5,17,3
0,0,-1,0,-2,0,4,0,1,-8,12
1,0,-1,-1,-2,0,5,-2,5,-15,12
1,1,2,0,1,0,-8,-2,-3,41,15
1,1,1,-1,0,0,-17,4,-6,-33,-12
0,1,0,1,1,0,-3,-4,1,16,17
0,0,0,0,0,0,105,1,6,-68,-7
0,0,-2,-1,-1,0,0,2,5,-53,-12
0,1,-2,0,1,0,-3,-3,-9,20,-24
1,1,2,0,3,0,204,1,-4,79,-8
1,1,0,1,2,0,113,-2,-9,65,28
1,1,2,1,1,0,-6,-2,-2,7,16
1,1,-2,1,1,0,-15,0,2,13,-14
0,0,-2,0,-1,0,-1,-2,2,13,-56
0,0,1,0,0,0,173,0,-4,-30,26
1,1,1,0,2,0,-5,-1,-4,56,11
0,1,2,0,0,0,5,6,-2,-20,-4
0,1,0,0,-2,0,-4,0,6,-68,-20
1,0,0,0,-3,0,2,4,7,-83,-42
0,0,-2,1,-1,0,26,-3,3,-54,-27
1,1,0,0,0,0,-5,-1,1,62,39
1,0,1,0,-2,0,-1,-2,1,6,-21
0,0,-2,0,-1,0,-36,4,1,36,34
1,0,1,0,0,0,-11,-3,1,48,21
1,1,-2,0,0,0,3,0,6,3,-44
0,1,-2,1,-1,0,-2,1,6,-57,4
1,1,2,0,0,0,1,0,-4,41,4
0,1,2,0,0,0,161,1,0,-40,-11
1,0,-2,0,-3,0,9,1,8,17,4
0,1,2,0,-1,0,-15,2,1,39,15
0,0,0,0,1,0,112,0,-3,38,-1
1,0,0,0,0,0,1,-2,1,57,29
0,0,1,0,-1,0,1,-1,0,24,16
0,0,-2,0,-2,0,6,-1,2,7,-11
1,0,0,0,1,0,-5,-2,-4,5,-3
0,1,2,0,-2,0,-26,4,-1,10,24
1,0,-1,0,-1,0,0,3,5,15,6
0,1,0,0,1,0,2,-2,-2,0,-8
0,0,0,0,-1,0,7,0,5,-18,-20
1,1,2,0,1,0,-3,3,2,-9,-12
1,1,1,0,2,0,108,1,-8,-8,37
1,0,0,1,-2,0,-2,0,1,31,-4
1,1,2,0,1,0,0,3,-7,81,5
1,0,0,0,1,0,1,-1,3,24,-7
1,1,1,0,1,0,-11,-7,-3,32,34
1,1,0,1,0,0,-3,1,-4,43,64
0,0,-1,-1,-2,0,0,1,3,-33,19
1,0,-1,0,-1,0,-7,-3,6,-10,-40
0,0,-2,-1,-2,0,7,-4,4,16,-4
0,0,0,0,-1,0,4,1,0,-23,-16
1,1,2,0,-1,0,70,-3,-5,13,12
1,1,2,1,-1,0,175,-1,4,-42,37
1,1,0,1,2,0,-6,0,0,-6,33
0,0,-2,0,-3,0,-20,-2,2,-8,-9
0,0,-2,1,1,0,-1,1,-6,-9,15
0,0,-1,0,0,0,4,1,-5,35,-12
0,0,-2,-1,-2,0,2,-1,1,-50,41
1,1,-2,0,-1,0,6,1,1,35,6
0,0,-2,0,0,0,0,0,-5,9,1
0,0,-2,0,-2,0,4,1,7,-61,6
0,1,-2,0,2,0,2,0,-4,33,32
0,1,1,0,1,0,-9,-1,-4,7,28
1,1,-1,1,1,0,2,8,-6,-23,-12
0,0,0,0,0,0,-2,-6,-4,-6,-2
0,1,0,-1,1,0,15,0,4,19,-21
0,1,0,0,-1,0,0,-6,0,16,-2
1,1,1,0,-2,0,-26,2,6,-58,9
1,0,-2,0,0,0,1,-2,2,83,13
1,0,2,0,-1,0,7,-4,10,19,-24
0,0,1,0,-1,0,18,3,5,13,8
1,0,-2,0,-1,0,5,0,0,24,19
0,1,-1,0,-1,0,-23,-4,1,5,46
1,0,-2,0,-2,0,0,2,3,-42,-1
0,0,0,0,-1,0,-1,-3,1,54,5
0,0,-1,-1,-4,0,0,-1,5,-55,-41
0,0,0,0,0,0,-2,3,-1,9,12
0,0,-2,0,-5,0,25,-3,6,-70,21
1,0,-1,-1,-1,0,0,0,4,11,-2
1,0,0,0,-1,0,1,7,2,-59,8
1,1,0,0,-1,0,-2,2,1,-20,-1
0,1,0,-1,1,0,9,1,0,5,23
1,0,-2,1,-1,0,-3,1,2,-64,-15
1,0,-1,0,-1,0,-19,1,2,32,-21
1,1,0,0,-1,0,-7,0,5,25,-2
1,1,2,0,2,0,25,2,-11,28,44
0,0,0,1,2,0,5,3,-7,18,15
1,1,-1,0,1,0,-5,-2,-4,32,8
0,0,-1,-1,-1,0,-121,-3,2,-26,-32
0,0,-2,-1,0,0,-52,-1,0,-9,-56
0,1,0,0,0,0,-1,1,3,0,-6
1,1,-2,0,-2,0,-4,0,3,1,28
1,1,-1,0,1,0,-69,-1,1,54,7
0,0,-2,0,-2,0,-4,-5,6,-97,-5
0,0,0,0,-2,0,3,-3,6,-26,-24
1,1,2,0,0,0,-5,2,-2,14,21
0,0,-2,-1,-3,0,-3,5,5,-39,-42
1,0,1,0,0,0,3,3,1,57,4
0,1,1,0,2,0,-2,-3,-2,51,-2
1,0,-1,0,-1,0,38,-1,6,24,-16
1,1,2,0,1,0,-7,5,-2,-37,9
0,0,1,-1,0,0,6,-2,3,-28,-8
1,0,2,0,1,0,3,0,3,-2,7
1,0,1,0,-2,0,11,2,6,2,30
0,1,2,0,1,0,11,1,-6,14,23
1,1,0,0,2,0,49,-1,1,25,33
0,0,1,1,-1,0,-4,-1,4,-40,-28
0,0,-2,0,-4,0,10,0,11,-19,-11
1,1,0,0,0,0,-12,-6,-1,8,28
1,1,1,1,-2,0,9,-2,0,-3,24
1,1,2,1,0,0,-256,-2,8,-3,11
1,1,0,-1,-2,0,-2,-2,3,0,-29
0,1,-2,0,1,0,-6,3,-4,1,-7
0,1,-1,0,-2,0,10,-2,4,50,-24
1,1,0,0,3,0,5,-3,-4,69,2
1,1,2,0,1,0,-4,2,-2,103,-13
0,0,0,0,0,0,55,4,1,0,16
0,1,2,1,1,0,19,3,-1,33,13
1,1,2,0,0,0,43,2,-1,58,-20
0,1,1,0,1,0,-71,-1,-2,87,21
0,0,1,0,-1,0,-1,0,6,-18,46
1,0,-1,0,-2,0,4,-1,4,-31,-8
1,0,0,0,1,0,-9,-3,-5,-20,38
0,1,0,-1,1,0,7,-2,-1,-6,24
1,1,-1,0,3,0,-1,-2,-13,39,8
0,1,2,0,-2,0,14,3,2,-60,20
0,1,2,0,1,0,6,1,3,16,28
1,0,-2,0,-3,0,0,-1,0,5,-31
0,1,1,0,-3,0,-26,2,2,9,-29
1,0,-2,-1,-3,0,-2,-6,4,-58,-3
0,0,-2,-1,-1,0,-4,-6,6,-39,-26
0,0,1,0,0,0,2,3,1,64,-10
1,0,-1,0,0,0,4,1,2,-9,50
1,1,0,0,2,0,-99,0,2,26,-2
1,1,2,0,1,0,138,1,-2,77,19
1,0,0,0,1,0,-3,1,4,20,-32
0,1,-2,0,0,0,2,1,0,-14,8
0,0,2,0,-1,0,-10,2,4,-63,-12
1,1,-1,0,3,0,-13,-1,-9,18,20
1,1,2,0,-1,0,4,2,-1,-26,-38
0,0,2,0,-2,0,-2,0,-1,-24,32
1,1,-2,0,1,0,-4,2,-4,70,4
0,0,-2,0,1,0,3,-1,-4,22,-1
0,0,-2,0,-1,0,2,2,6,-15,27
1,0,-1,0,0,0,10,5,0,28,15
1,0,0,0,-2,0,-5,0,-2,-19,-35
1,1,0,0,0,0,8,5,-5,49,18
1,1,-2,0,1,0,5,-1,-3,12,1
1,1,-1,0,1,0,113,-3,-3,6,18
1,1,1,0,1,0,3,0,-2,6,9
1,0,2,0,1,0,7,1,-3,63,5
1,1,0,0,1,0,-11,-5,1,15,8
0,0,0,0,0,0,-17,-6,-2,22,45
1,0,1,0,0,0,-6,-7,3,9,27
0,1,-2,1,2,0,5,-1,-6,28,-32
1,0,-2,0,-4,0,2,1,3,-30,-60
1,1,0,0,0,0,0,-7,-3,30,32
1,1,2,0,-1,0,7,1,3,-27,44
0,0,1,0,-1,0,-10,-7,4,-69,8
0,0,0,0,-2,0,-6,-1,8,-15,-11
1,1,1,0,2,0,14,7,-6,-4,13
0,1,2,1,2,0,-15,-4,-1,18,-55
1,0,-2,0,-1,0,-3,1,5,-15,-7
0,0,0,0,-1,0,-6,-5,4,-40,-14
1,1,1,0,1,0,6,7,-5,64,39
1,1,2,0,0,0,4,0,-2,28,3
1,1,1,0,1,0,-153,-2,-8,-26,50
0,0,-2,1,-1,0,-3,-2,4,-40,-27
0,1,1,0,-2,0,2,2,7,-33,-16
1,1,-2,0,1,0,1,-1,-7,11,28
1,1,2,1,-1,0,154,4,1,-51,-44
1,1,0,1,0,0,-106,1,0,21,12
1,0,-1,0,1,0,-225,0,-3,65,-52
0,0,0,0,0,0,230,0,4,-17,-16
1,1,-2,0,-2,0,-157,1,0,15,-34
1,0,0,-1,1,0,-304,-1,1,37,-43
0,0,-2,0,-2,0,-156,1,11,-12,-61
0,0,-1,0,-2,0,191,-2,7,-41,6
0,0,0,0,0,0,93,-2,1,28,18
0,0,-2,0,-1,0,88,3,6,-35,-25
0,0,-1,-1,-1,0,359,-1,-1,-26,-24
0,0,-2,0,0,0,-101,1,4,3,15
0,0,-2,0,1,0,179,1,-8,-3,5
1,0,-1,0,0,0,-251,3,3,-12,-19
1,1,1,0,2,0,184,0,-4,-16,-14
0,0,1,0,-3,0,120,1,6,-43,3
1,1,2,0,0,0,157,-1,-4,44,14
1,1,-2,0,1,0,5,3,-3,1,-19
0,1,1,0,-2,0,-123,1,8,16,22
0,1,0,0,1,0,203,2,4,-28,15
1,0,-2,0,-1,0,-5,-4,6,-26,14
0,1,0,0,0,0,10,2,-1,-2,7
0,1,-2,0,1,0,-9,-2,-1,64,2
0,1,0,0,1,0,106,3,-3,-18,-9
1,0,-1,0,0,0,5,-2,1,24,37
0,0,-1,0,0,0,3,0,2,-39,0
1,1,2,1,0,0,6,-3,4,8,24
0,1,1,1,-2,0,7,4,4,13,40
1,1,2,1,1,0,-2,-1,-9,56,12
0,1,2,0,0,0,-25,-4,6,-6,15
1,1,2,1,0,0,-21,-4,5,43,16
0,1,2,0,3,0,3,3,-13,-15,9
1,0,1,-1,0,0,0,2,1,-9,25
0,0,-2,0,-3,0,5,-2,5,-28,20
1,1,0,0,0,0,-14,1,2,-33,-28
0,0,-2,-1,0,0,-24,-3,4,-16,-32
0,0,-1,0,-2,0,-20,-4,8,-82,-29
1,1,-1,0,0,0,8,0,-3,33,25
0,0,-2,0,-1,0,13,0,3,-11,-25
1,1,2,0,1,0,-4,3,-1,82,8
1,0,-2,0,-3,0,-12,-1,5,-41,12
1,1,-1,1,0,0,-84,-1,-1,36,-13
0,1,0,0,-2,0,-5,-6,10,-23,-8
1,1,1,0,4,0,-100,6,-18,89,22
1,0,-2,0,1,0,-306,-1,-4,-25,35
1,1,2,0,0,0,-70,-3,5,31,30
0,1,-2,0,1,0,-3,1,-8,7,35
0,0,-1,0,-1,0,-9,-6,8,-19,22
0,0,-2,0,0,0,-1,0,3,-20,0
1,0,-2,0,1,0,6,0,-1,4,-8
1,0,-2,0,0,0,-14,2,2,53,-12
1,0,-2,0,1,0,-34,-9,-5,36,-32
0,0,1,0,-1,0,-4,1,3,-39,8
1,1,0,0,1,0,-17,4,-1,9,-18
0,0,-2,0,-1,0,-28,-5,7,-64,20
0,0,-2,1,0,0,29,1,4,-53,24
0,1,1,0,2,0,143,-1,-6,49,18
1,0,-2,0,-3,0,4,1,7,-65,-41
1,1,1,1,1,0,-60,5,-10,31,58
0,1,0,0,0,0,14,5,-3,17,-5
1,1,1,-1,0,0,0,-2,1,8,-10
0,0,-2,0,0,0,9,0,8,-6,-37
0,0,-2,0,0,0,-57,3,-8,-25,3
1,0,-2,-1,-4,0,120,0,6,-59,-4
0,1,-2,0,-1,0,-3,2,6,-73,-12
1,1,2,0,1,0,-10,-2,-6,23,36
0,0,0,0,0,0,38,-4,0,-25,5
0,0,-2,1,1,0,2,1,-11,8,16
0,0,0,0,-2,0,-10,1,1,-139,10
0,0,0,1,-2,0,23,3,4,-54,-11
1,0,-2,0,-1,0,-248,-3,7,-35,-3
0,0,1,1,-2,0,107,4,0,-52,-1
0,1,1,0,3,0,-1,-1,-8,83,-3
0,0,-2,-1,-2,0,2,1,4,7,-40
0,0,-1,0,-3,0,22,-2,4,-52,-2
0,0,0,0,-3,0,-119,0,10,-103,9
1,1,0,1,-1,0,-3,1,0,24,-4
1,1,0,0,-2,0,4,-2,-2,34,-31
0,1,0,0,0,0,-1,0,-3,-24,-15
0,0,-2,0,0,0,-74,0,4,-27,1
1,0,-1,0,0,0,-12,-2,1,-12,7
1,1,1,0,-1,0,6,0,0,49,4
0,1,-1,0,2,0,9,-3,-10,120,20
0,1,0,0,1,0,0,1,2,19,51
0,0,-2,0,-2,0,-11,3,8,-121,-8
0,0,-2,0,-3,0,-12,-2,8,-73,24
1,0,-1,0,4,0,-2,-4,-9,14,-25
0,0,-1,0,0,0,10,2,1,-3,1
0,0,0,0,0,0,-1,0,0,-47,13
1,0,-2,0,0,0,5,3,2,-15,-14
0,1,-2,1,1,0,9,0,-1,-41,4
1,0,0,-1,-2,0,-4,0,6,-51,-74
1,1,2,0,1,0,3,5,-6,13,13
0,1,1,0,0,0,15,1,-2,70,10
1,1,0,0,-1,0,25,0,0,28,-7
1,1,-1,0,1,0,0,0,5,48,2
0,1,1,0,0,0,-33,0,-9,29,10
1,1,0,0,3,0,7,2,-17,36,48
0,0,2,0,0,0,-13,-2,8,-10,-11
0,0,-1,0,-1,0,-2,-3,5,-76,-31
0,1,2,1,1,0,-8,-1,-2,18,12
0,1,-1,0,2,0,-6,-1,-7,1,34
0,1,0,0,1,0,-82,0,3,0,-19
1,0,-2,-1,-3,0,-2,0,8,-36,8
0,1,2,0,0,0,-59,0,4,37,-20
1,1,0,1,0,0,-1,-4,4,51,-43
1,1,-2,-1,1,0,112,-1,1,43,-16
0,1,0,0,1,0,0,2,-2,47,0
0,1,-2,1,-1,0,-5,-3,4,2,14
1,0,0,0,-1,0,0,0,5,43,-8
0,0,-2,-1,-1,0,-35,-2,7,-10,-108
1,0,-2,0,-2,0,10,-4,1,-56,13
1,0,-2,0,-1,0,-7,-1,4,-62,0
1,0,1,-1,0,0,-10,-2,-3,34,4
0,0,0,1,0,0,-7,-2,-1,7,6
0,1,-2,0,-1,0,-5,3,3,-63,8
1,0,2,0,0,0,50,8,-2,-14,25
1,1,2,0,1,0,193,3,-4,-21,56
1,0,-1,1,0,0,7,1,0,17,37
1,0,-2,0,-5,0,0,-2,8,-113,-32
1,0,-2,1,-3,0,-10,2,0,19,-12
0,0,0,0,-1,0,-8,-2,6,-16,-16
0,1,0,0,0,0,1,-4,2,35,11
0,1,0,-1,-2,0,0,1,6,-56,-15
1,1,2,0,0,0,7,0,-2,30,-5
1,0,0,0,-1,0,6,0,2,1,-6
1,1,2,1,1,0,-1,0,-11,37,59
0,0,0,0,-2,0,73,1,4,-12,-6
1,1,1,0,0,0,52,-2,3,45,10
0,0,-1,0,1,0,-3,-1,0,44,-48
0,0,-1,1,-1,0,-17,-3,2,-20,12
1,0,-2,0,-1,0,-122,0,5,-25,20
1,1,2,0,2,0,20,3,-5,49,4
1,0,-1,0,-3,0,-3,1,6,-28,-12
1,1,2,1,0,0,7,4,-2,36,13
0,0,1,1,0,0,0,0,1,-1,-10
1,1,1,1,1,0,3,-2,-3,22,48
0,0,1,0,-1,0,9,1,-4,41,1
0,1,2,0,0,0,18,2,-1,76,-7
0,0,-2,0,-2,0,-27,-2,4,-30,-11
1,0,-1,0,-4,0,11,-3,6,-26,-48
1,1,2,0,1,0,10,1,1,46,8
0,1,-1,0,-1,0,-1,1,5,-34,1
0,0,-2,0,-2,0,-3,-3,4,-59,0
0,1,2,1,0,0,73,1,3,-21,-4
1,1,-2,-1,1,0,-4,-2,-3,-41,40
1,0,-2,0,1,0,11,2,2,29,-16
1,0,-1,0,-4,0,144,1,4,-22,-23
1,0,-1,0,1,0,-214,-3,0,67,15
0,1,-2,-1,0,0,-8,-2,3,6,4
1,0,2,0,1,0,-22,1,-2,28,-1
0,1,-2,0,2,0,17,2,0,48,46
0,0,0,-1,-2,0,9,-4,0,-73,7
1,0,2,0,0,0,4,1,0,-21,-1
1,0,-2,0,0,0,12,4,-4,1,-12
1,0,0,0,0,0,5,2,4,5,-7
1,1,1,0,-1,0,-10,-1,2,3,0
1,0,1,0,1,0,11,0,-1,-19,-3
0,0,2,0,-5,0,-7,-2,7,-73,4
0,0,-1,0,-2,0,5,2,7,-26,-47
1,1,0,1,0,0,-5,2,-3,74,50
0,0,-2,0,-1,0,1,0,3,-26,32
0,0,-1,0,0,0,2,0,7,-45,-12
1,1,-2,1,1,0,5,3,-4,32,18
0,1,1,1,-1,0,-8,0,-5,18,-35
0,1,0,0,-2,0,-4,-4,-4,43,16
0,0,1,0,1,0,-3,-1,2,-59,-18
0,0,-1,-1,-2,0,-7,-4,6,-43,-20
0,1,2,0,-1,0,3,4,-1,-12,31
0,0,-1,0,-1,0,-4,-4,2,16,0
1,0,-2,-1,-1,0,17,-4,3,4,-5
0,0,-2,0,-2,0,-5,2,1,25,8
0,0,-2,0,-2,0,4,-3,2,31,8
0,1,-1,0,-1,0,33,1,5,-17,-2
0,1,0,0,1,0,29,4,-4,-12,22
0,1,-2,0,0,0,15,2,-4,26,21
0,1,0,1,-2,0,5,1,-1,1,26
0,0,0,0,-2,0,0,0,6,-31,-36
1,1,-1,0,0,0,12,0,4,-29,-18
1,0,2,0,-1,0,16,-5,4,-17,28
1,0,0,0,1,0,-14,3,-1,-15,-10
1,1,-2,0,0,0,-5,-6,-2,49,-19
0,1,2,1,0,0,-65,4,-1,20,23
1,0,-1,1,-2,0,4,-6,5,-2,0
0,1,2,0,-2,0,9,0,9,-60,-6
1,0,2,0,-2,0,-4,-1,-1,-137,3
1,1,-2,1,-1,0,1,-1,-2,24,-13
0,0,-2,0,-2,0,0,-2,9,-60,-49
1,0,-1,0,-2,0,3,2,3,-34,39
1,0,-2,0,-1,0,63,-2,1,-56,4
0,1,1,0,0,0,7,1,0,-95,-36
1,1,2,0,3,0,2,2,-5,-24,-25
1,1,0,0,0,0,75,7,-3,-2,-4
0,0,0,0,-1,0,1,1,4,-63,-15
0,1,1,0,1,0,-2,-1,1,3,-16
0,0,-1,-1,-4,0,19,2,9,3,-30
1,0,-2,0,-1,0,-8,2,3,22,-47
1,0,1,0,-1,0,1,-4,2,8,-16
0,1,-2,1,0,0,-4,-1,0,7,-13
1,1,2,1,-3,0,5,4,-6,-12,9
1,1,1,0,-1,0,-5,-2,3,-11,-7
1,1,-2,0,1,0,6,2,0,6,-7
0,0,-1,0,0,0,-9,-1,2,30,28
0,0,-2,0,-2,0,-3,0,8,-37,-22
0,0,-2,0,-2,0,2,-3,6,-11,-14
1,0,0,-1,-1,0,116,-1,8,-70,7
0,0,-1,0,-1,0,-104,1,3,-64,4
0,0,-1,0,-5,0,-27,3,11,-116,4
0,1,1,0,1,0,24,-3,-7,88,35
1,0,-2,0,0,0,157,0,-2,-53,6
1,1,-1,0,1,0,31,3,5,25,-1
1,1,-2,0,-1,0,-8,-5,2,-19,6
1,1,1,0,0,0,-1,1,0,23,12
0,1,-1,0,1,0,-3,-4,2,4,24
0,0,-2,0,-1,0,5,-3,-1,0,-16
0,0,-1,0,0,0,-5,-4,1,19,3
0,0,1,0,-1,0,-3,-2,2,-62,33
1,1,1,0,-1,0,1,1,-10,47,14
1,0,-2,0,-2,0,51,-4,4,-24,21
0,0,-1,-1,0,0,-1,-1,3,-53,-3
1,1,0,0,1,0,-333,5,-2,-22,-16
0,0,-2,0,1,0,-60,-1,1,-5,14
1,1,0,0,0,0,-8,-3,-6,17,-23
1,0,0,0,-1,0,22,-1,-4,30,32
0,0,-1,0,-1,0,-146,2,2,-30,-6
0,0,-2,0,-3,0,-118,0,4,-42,15
1,0,0,0,0,0,133,4,1,3,-2
1,1,-1,0,5,0,1,0,-9,90,68
0,1,0,0,-1,0,-8,-2,3,-31,-4
1,0,-2,0,1,0,0,4,0,-12,-7
1,0,0,0,-2,0,-6,-3,5,-15,12
1,0,0,-1,-1,0,5,-1,5,-26,-8
0,0,-2,-1,-1,0,-5,-3,3,30,-10
1,1,0,0,2,0,8,0,-10,72,8
1,1,0,0,1,0,0,-5,-5,25,16
0,0,0,0,1,0,-70,-1,-2,-19,-23
1,0,2,1,-1,0,6,4,2,-20,-4
0,0,-2,0,-3,0,3,-1,8,-63,-24
1,0,-2,0,-1,0,7,0,1,-55,-24
1,0,-1,-1,1,0,27,-1,-1,-44,-21
0,0,-2,0,-2,0,7,3,-1,-13,-8
1,1,0,0,-1,0,10,1,-1,22,8
1,1,0,0,3,0,-14,3,-5,16,-8
0,0,1,-1,-1,0,9,1,3,-62,-23
0,0,-2,0,-2,0,42,-2,8,-67,19
0,1,0,0,0,0,-26,-1,1,-18,6
1,0,-2,-1,-2,0,-126,0,5,6,-40
0,0,0,-1,-3,0,-8,-3,10,11,0
1,1,0,0,-3,0,-71,-5,4,-34,13
0,1,1,0,1,0,-2,-3,-2,37,-2
0,1,1,0,2,0,18,-1,-5,16,36
0,0,0,0,0,0,-26,2,0,18,5
0,0,-2,0,-2,0,-5,-3,6,-3,24
1,0,-1,0,-3,0,-17,-5,6,-13,-17
1,0,1,1,1,0,-21,5,-4,34,19
1,0,0,0,1,0,3,-2,-3,39,16
1,1,1,0,6,1,6,3,-11,56,86
1,1,0,0,0,0,-13,-4,-3,-60,9
0,0,-2,0,-2,0,-6,-2,2,-66,0
0,0,-1,0,0,0,-10,-1,-2,16,41
0,1,1,1,1,0,26,0,-1,69,-32
0,0,-2,-1,-1,0,5,-2,4,-2,-42
0,1,-1,0,-1,0,-1,1,4,16,12
1,1,-1,0,-1,0,5,-3,-3,26,-7
1,1,-1,0,-2,0,-11,6,4,-60,23
0,0,1,0,0,0,62,5,7,-47,-9
0,1,1,0,1,0,-30,2,-2,22,-1
1,1,0,0,-1,0,-310,0,6,-76,7
0,0,0,-1,-3,0,21,0,5,-59,-9
1,1,1,-1,0,0,8,0,-1,6,-13
1,1,-2,0,-1,0,6,0,-2,23,0
1,1,-2,0,0,0,-8,2,1,51,-8
0,0,-2,0,-1,0,25,-5,4,-22,-44
1,0,-2,-1,-2,0,5,-2,4,-39,-24
1,1,-2,0,1,0,-49,0,-2,49,-22
0,1,0,1,3,0,166,1,-2,33,35
0,0,-2,0,-1,0,-119,-2,3,-29,20
0,1,2,0,-1,0,3,-5,3,23,18
1,1,2,0,2,0,4,5,0,66,14
0,0,-1,0,-1,0,21,-2,0,8,-33
0,1,2,0,4,0,-109,1,-14,125,15
0,1,-1,0,-1,0,23,6,-2,-26,-36
0,1,1,1,2,0,-6,6,-5,40,-1
1,0,0,-1,0,0,3,3,-3,-49,19
0,1,-1,0,1,0,0,3,-2,14,0
1,0,-1,0,-2,0,-1,5,4,-6,-8
1,0,-1,0,0,0,229,1,-1,-7,12
1,1,0,1,-1,0,-8,-2,0,-20,15
1,1,2,-1,0,0,24,4,4,15,-13
0,0,0,0,-2,0,6,-2,4,-5,-21
1,1,-2,0,1,0,141,-1,-3,1,-5
1,0,0,1,0,0,10,8,-3,43,28
0,0,-2,0,-2,0,-3,-1,10,-73,-5
0,0,0,0,-1,0,32,1,5,-30,4
1,1,-2,0,-1,0,-3,1,5,57,8
0,0,-2,0,0,0,4,1,3,-44,-10
1,0,-1,0,-2,0,1,-3,5,42,40
1,0,-1,1,1,0,6,-3,-7,-15,3
1,1,2,0,0,0,7,-2,1,3,-12
1,0,0,1,-1,0,-5,1,1,18,7
0,1,2,0,0,0,-20,-2,1,12,-26
0,0,-2,0,-2,0,11,2,6,-30,-24
0,0,-2,0,-1,0,-10,-7,0,-5,-25
0,1,2,0,1,0,5,-8,-2,27,-10
1,0,2,0,4,0,243,5,-11,99,20
1,0,-1,0,1,0,38,-2,-1,36,-7
0,0,-2,-1,-3,0,-5,2,7,-12,-12
0,0,-2,0,-3,0,13,-1,8,-38,-18
1,0,2,1,-1,0,-76,0,5,-1,10
0,1,0,0,1,0,-8,4,-2,-9,-1
0,1,0,0,0,0,-14,2,3,1,32
1,1,-1,0,-1,0,-6,-2,6,21,19
0,0,-1,-1,-2,0,36,2,5,-10,-26
0,1,1,0,1,0,-1,-2,-5,25,34
0,1,0,0,0,0,3,-3,1,-17,21
1,0,-1,0,0,0,-1,1,1,12,-1
0,0,-2,0,1,0,-5,-2,-2,22,5
0,1,-2,1,1,0,12,-2,1,37,-13
1,1,0,0,0,0,-3,0,3,15,16
1,0,0,0,0,0,6,2,-2,10,4
0,0,0,0,-3,0,19,3,5,-49,-25
1,0,0,0,-1,0,10,2,3,31,-3
0,1,-1,0,-1,0,-3,2,2,-6,-1
1,0,-1,0,-1,0,-18,-7,-2,-34,2
1,1,2,0,1,0,-59,0,-3,10,12
0,1,-2,1,-1,0,-3,-1,6,4,-19
1,1,1,0,1,0,-2,-5,-4,36,4
0,0,1,0,1,0,5,4,-2,16,-8
1,1,2,1,1,0,8,4,2,70,13
0,0,0,0,0,0,-6,-5,4,-33,-4
0,0,-2,1,0,0,-3,-4,-1,-11,25
0,1,0,0,0,0,156,-1,6,44,16
1,0,-2,1,0,0,-7,-3,4,-51,16
0,0,-2,-1,0,0,15,5,5,-24,-5
0,1,2,0,1,0,-23,2,-6,11,16
0,1,2,0,1,0,330,4,-9,77,22
1,0,-1,-1,-3,0,5,0,6,-17,-28
0,0,-2,-1,-3,0,-392,1,8,-82,4
1,0,0,0,1,0,6,1,1,-15,-22
1,1,1,0,2,0,10,1,-6,2,25
0,1,-2,-1,-2,0,-8,-4,2,-2,36
1,1,2,0,2,0,66,0,-10,32,48
0,0,0,0,-3,0,3,-2,5,-5,-15
0,0,0,0,0,0,-16,-7,-2,-32,-5
0,1,-2,-1,0,0,-5,-1,1,18,0
1,1,0,1,3,0,2,1,-11,31,45
0,1,0,0,2,0,3,-3,-6,70,-16
0,0,-1,1,0,0,-2,0,1,2,12
1,1,2,0,2,0,-8,5,-3,74,19
1,0,0,0,-1,0,-12,3,4,-34,14
1,0,0,-1,-2,0,7,4,-2,-2,28
0,1,0,0,2,0,16,-2,-2,1,2
0,0,-2,0,-1,0,-20,0,2,-32,-20
0,0,0,0,-4,0,-28,2,1,-42,-36
0,0,0,0,-1,0,5,-3,7,-34,-8
1,1,2,1,1,0,-23,-2,-2,-9,11
0,1,1,0,0,0,4,-2,1,-19,22
0,0,-1,0,-2,0,3,0,5,-16,0
0,1,-1,-1,-1,0,-7,-4,-6,-12,24
1,1,0,-1,-1,0,1,2,3,17,-11
1,1,0,0,0,0,10,1,-2,-16,-10
1,1,-2,-1,-1,0,22,-1,5,-5,-20
0,0,-2,0,2,0,278,2,-3,30,0
